"linenumber","fec_committee_id","clean_name","tran_id","flag_orgind","recipient","address_one","address_two","city","state","zip","date","amount","purpose","memo_code","memo_text"
"SB17","C00558486","Garret Graves For Congress","SB17.42345","ORG","HILTON","1919 CONNECTICUT AVE NW",,"WASHINGTON","DC","20009","2023-01-27","33","FOOD AND/OR BEVERAGES [SB17.42018]","X",
"SB17","C00558486","Garret Graves For Congress","SB17.42344","ORG","HILTON","1919 CONNECTICUT AVE NW",,"WASHINGTON","DC","20009","2023-01-27","6.33","FOOD AND/OR BEVERAGES [SB17.42018]","X",
"SB17","C00558486","Garret Graves For Congress","SB17.42307","ORG","CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","20003","2023-01-17","63.45","FOOD AND/OR BEVERAGES [SB17.42018]","X",
"SB17","C00558486","Garret Graves For Congress","SB17.42162","ORG","CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","20003","2022-11-15","229.45","FOOD AND/OR BEVERAGES [SB17.42016]","X",
"SB17","C00558486","Garret Graves For Congress","SB17.42240","ORG","CAPITAL GRILLE","601 PENNSYLVANIA AVE NW",,"WASHINGTON","DC","20004","2023-01-11","216.84","FOOD AND/OR BEVERAGES [SB17.42017]","X",
"SB17","C00558486","Garret Graves For Congress","SB17.42373","ORG","CAPITAL GRILLE","601 PENNSYLVANIA AVE NW",,"WASHINGTON","DC","20004","2022-09-23","17.4","FOOD AND/OR BEVERAGES [SB17.42060]","X",
"SB17","C00558486","Garret Graves For Congress","SB17.42372","ORG","CAPITAL GRILLE","601 PENNSYLVANIA AVE NW",,"WASHINGTON","DC","20004","2022-09-23","591.43","FOOD AND/OR BEVERAGES [SB17.42060]","X",
"SB17","C00410761","Castor For Congress","500858508","ORG","Santa Rosa Taqueria","301 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-01-09","276.29","Planning Meeting Food & Beverages","X","*"
"SB17","C00558486","Garret Graves For Congress","SB17.42153","ORG","AMBAR CAPITOL HILL","523 8TH ST SE",,"WASHINGTON","DC","20003","2022-11-17","197.96","FOOD AND/OR BEVERAGES [SB17.42016]","X",
"SB17","C00680934","Ilhan For Congress","VVAW9ARV373","ORG","Congressional Club Inc","2001 New Hampshire Ave NW",,"Washington","DC","200093414","2023-03-27","600","Food and Beverage",,
"SB17","C00680934","Ilhan For Congress","VVAW9ARV307","ORG","Cafe 8","424 8Th St SE",,"Washington","DC","200032832","2023-03-29","242.35","Food and Beverage",,
"SB17","C00680934","Ilhan For Congress","VVAW9ART8C6","ORG","Cafe 8","424 8Th St SE",,"Washington","DC","200032832","2023-01-10","205.85","Food and Beverage",,
"SB17","C00410761","Castor For Congress","500858507","ORG","Capitol Hill Flavours","LONGWORTH HOUSE OFFICE","Bldg B223","Washington","DC","205150001","2023-01-09","433.13","Dr. Mary Mcleod Bethune Statue Dedication - Food & Beverage","X","*"
"SB17","C00379735","Cole For Congress","SB17-EX12023","ORG","Scarlet Oak","909 New Jersey Ave SE",,"Washington","DC","20003","2023-03-06","153.44","Food and Beverage","X","Food and Beverage"
"SB17","C00556506","Ted Lieu For Congress","VVAXQARY0Y3","ORG","The Congressional Club","2001 New Hampshire Ave NW",,"Washington","DC","200093484","2023-03-23","800","Meals","X","*"
"SB17","C00556506","Ted Lieu For Congress","VVAXQARY0X5","ORG","The Congressional Club","2001 New Hampshire Ave NW",,"Washington","DC","200093484","2023-03-23","250","Meals","X","*"
"SB17","C00556506","Ted Lieu For Congress","VVAXQARXYP6","ORG","Rooster and Owl","2436 14th St NW",,"Washington","DC","200094502","2023-01-04","574.3","Meals","X","*"
"SB17","C00742247","Scott Franklin For Congress","SB17.30418","ORG","WISEGUY PIZZA","202 M ST SE",,"WASHINGTON","DC","20003","2023-03-10","215.45","FOOD AND/OR BEVERAGES",,
"SB17","C00742247","Scott Franklin For Congress","SB17.30336","ORG","SAN LORENZO","1316 9TH ST NW",,"WASHINGTON","DC","20001","2023-02-08","275.94","FOOD AND/OR BEVERAGES",,
"SB17","C00379735","Cole For Congress","SB17-EX12022","ORG","L'Ardente","200 Massachusettes Ave NW",,"Washington","DC","20001","2023-03-06","1772.76","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX12021","ORG","Kinship","1015 7th St NW",,"Washington","DC","20001","2023-03-06","1644.2","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX12018","ORG","Pete's Diner","212 2nd St SE",,"Washington","DC","20003","2023-03-06","30.55","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX12017","ORG","Congressional Liquor","404 1st Street Southeast",,"Washington","DC","20003","2023-03-06","454.06","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX12015","ORG","Matchbox","521 8th St SE",,"Washington","DC","20003","2023-03-06","213.75","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX12010","ORG","Capital Grille","601 Pennsylvania Ave. NW",,"Washington","DC","20004","2023-03-06","336.51","Food and Beverage","X","Food and Beverage"
"SB17","C00805275","Adam For Colorado","500328043","ORG","Taj Of India","2809 M St NW",,"Washington","DC","200073712","2023-02-23","70.3","Meals","X","*"
"SB17","C00805275","Adam For Colorado","500328053","ORG","Le Pain Quotidien","800 17Th St NW",,"Washington","DC","200063962","2023-02-23","75.52","Meals","X","*"
"SB17","C00379735","Cole For Congress","SB17-EX12001","ORG","Hawk N Dove","329 Pennsylvania Avenue Southeast",,"Washington","DC","20003","2023-02-09","121","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11997","ORG","Congressional Liquor","404 1st Street Southeast",,"Washington","DC","20003","2023-02-09","276.58","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11991","ORG","Capitol Hill Wine & Spirits","323 Pennsylvania Ave SE",,"Washington","DC","20003","2023-02-09","154.34","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11987","ORG","Wolfgang Puck","1050 31st St NW",,"Washington","DC","20007","2023-03-13","35.4","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11985","ORG","Capitol Hill Club","300 1st St SE",,"Washington","DC","20003","2023-03-13","619.29","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11975","ORG","Capitol Hill Club","300 1st St SE",,"Washington","DC","20003","2023-02-27","481.43","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11971","ORG","Wolfgang Puck","1050 31st St NW",,"Washington","DC","20007","2023-01-30","46","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11964","ORG","San Lorenzo","1316 9th St NW",,"Washington","DC","20001","2023-01-30","670.92","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11958","ORG","Harry's Reserve","909 New Jersey Ave SE",,"Washington","DC","20003","2023-01-30","924.39","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11955","ORG","CIRCA","99 M St SE",,"Washington","DC","20003","2023-01-30","81.55","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11952","ORG","Capitol Hill Club","300 1st St SE",,"Washington","DC","20003","2023-01-30","514.61","Food and Beverage","X","Food and Beverage"
"SB17","C00379735","Cole For Congress","SB17-EX11925","ORG","Joes Stone Crab","750 15th St NW",,"Washington","DC","20005","2023-02-27","4132","Food and Beverage","X",
"SB17","C00379735","Cole For Congress","SB17-EX11923","ORG","Bullfeathers","410 1st St SE",,"Washington","DC","20003","2023-02-27","51.35","Food and Beverage","X",
"SB17","C00379735","Cole For Congress","SB17-EX11922","ORG","Congressional Liquor","404 1st Street Southeast",,"Washington","DC","20003","2023-02-27","73.44","Food and Beverage","X",
"SB17","C00805275","Adam For Colorado","500328044","ORG","Spice 6","740 6Th St NW",,"Washington","DC","200013798","2023-02-23","45.29","Meals","X","*"
"SB17","C00431353","Klobuchar For Minnesota","500044926","ORG","Young Chow","312 Pennsylvania Ave SE",,"Washington","DC","200031147","2022-12-23","204.91","Food & Beverage","X","*"
"SB17","C00655647","Lori Trahan For Congress Committee","500132571","ORG","Capital One Arena","601 F St NW",,"Washington","DC","200041605","2023-03-28","2748.5","Fundraiser food and beverage","X","*"
"SB17","C00614826","Kustoff For Congress","B3B74FCF8F50F4E68ADF","ORG","Capital Grille","601 Pennsylvania Avenue NW",,"Washington","DC","200042601","2023-02-03","380","Food and/or Beverages","X",
"SB17","C00614826","Kustoff For Congress","B2FDFA42667024849A95","ORG","Capitol Hill Club","300 1st Street SE",,"Washington","DC","200031801","2023-01-18","56","Food and/or Beverage(s)","X",
"SB17","C00614826","Kustoff For Congress","B51CB99B82AE64B81AB0","ORG","Capitol Hill Club","300 1st Street SE",,"Washington","DC","200031801","2022-12-16","520.2","Food and/or Beverage(s)","X",
"SB17","C00431353","Klobuchar For Minnesota","500044925","ORG","We The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-01-30","703.23","Food & Beverage","X","*"
"SB17","C00431353","Klobuchar For Minnesota","500044788","ORG","Harris Teeter Food Mart","1350 Potomac Ave SE",,"Washington","DC","200034426","2023-02-01","146.85","Food & Beverage","X","*"
"SB17","C00431353","Klobuchar For Minnesota","500044878","ORG","Sweet Green","221 Pennsylvania Ave SE",,"Washington","DC","200031107","2022-11-28","38.82","Food & Beverage","X","*"
"SB17","C00720078","Jay Obernolte For Congress","XB89EB7111","ORG","MBFR Inc.","4319 Argyle Ter NW",,"Washington","DC","20011","2023-02-28","497.95","Meals","X",
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660767","ORG","Sfoglina Downtown","1099 New York Ave NW",,"Washington","DC","200014411","2023-01-12","822.9","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660715","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-03-02","100","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660706","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-03-02","10","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660704","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-02-03","10","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660700","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-02-03","100","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660716","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-01-03","137.4","Food and Beverage",,
"SB17","C00640045","Elizabeth Pannill Fletcher For Congress","500660702","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-01-03","10","Food and Beverage",,
"SB17","C00720078","Jay Obernolte For Congress","XB86EB7111","ORG","Capitol Hill Club","300 First St SE",,"Washington","DC","20003","2023-02-28","254.9","Meals","X",
"SB17","C00720078","Jay Obernolte For Congress","XB80EB7110","ORG","Moe's Southwest Grill","1275 First St NE",,"Washington","DC","20002","2023-01-09","377.5","Meals","X",
"SB17","C00720078","Jay Obernolte For Congress","XB79EB7110","ORG","Capitol Hill Club","300 First St SE",,"Washington","DC","20003","2023-01-09","250","Meals","X",
"SB17","C00701953","Adriano Espaillat For Congress","VNH4AAJE9T6","ORG","Potbelly","409 3Rd St SW",,"Washington","DC","200243212","2023-02-09","276.37","Food for Constituents in DC for Dominicans on the Hill",,
"SB17","C00397505","Moore For Congress","500308891","ORG","Clyde's Of Gallery Place","707 7Th St NW",,"Washington","DC","200013715","2023-03-06","240.74","Food and Beverages","X","*"
"SB17","C00397505","Moore For Congress","500309016","ORG","Charlie Palmer Steak","101 Constitution Ave NW",,"Washington","DC","200012133","2023-02-05","285.7","Food and Beverage","X","*"
"SB17","C00397505","Moore For Congress","500308963","ORG","Yardbird Table & Bar","901 New York Ave NW",,"Washington","DC","200014432","2023-01-02","267.6","Food and Beverage","X","*"
"SB17","C00397505","Moore For Congress","500308918","ORG","Georgia Brown's","950 15Th St NW",,"Washington","DC","200052501","2023-01-02","297.2","Food and Beverage","X","*"
"SB17","C00397505","Moore For Congress","500308912","ORG","Clyde's Of Gallery Place","707 7Th St NW",,"Washington","DC","200013715","2023-01-02","48.48","Food and Beverage","X","*"
"SB17","C00397505","Moore For Congress","500308911","ORG","Cava Catering","1222 Connecticut Ave NW",,"Washington","DC","200362602","2023-01-02","20","Food and Beverage","X","*"
"SB17","C00397505","Moore For Congress","500308910","ORG","Cava Catering","1222 Connecticut Ave NW",,"Washington","DC","200362602","2023-01-02","512","Food and Beverage","X","*"
"SB17","C00397505","Moore For Congress","500307710","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-03-02","946.4","Food and Beverage",,
"SB17","C00397505","Moore For Congress","500307708","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-03-02","10","Food and Beverage",,
"SB17","C00397505","Moore For Congress","500307707","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-02-03","1928.2","Food and Beverage",,
"SB17","C00397505","Moore For Congress","500307705","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-02-03","10","Food and Beverage",,
"SB17","C00397505","Moore For Congress","500307703","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-01-03","1950.1","Food and Beverage",,
"SB17","C00397505","Moore For Congress","500307699","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-01-03","10","Food and Beverage",,
"SB17","C00701953","Adriano Espaillat For Congress","VNH4AAJEAV6","ORG","Mi Cuba Cafe","1424 Park Rd NW",,"Washington","DC","200102802","2023-03-27","1437.44","Food for Caucus Meeting",,
"SB17","C00385773","Debbie Wasserman Schultz For Congress","VVAF7ARTVT9","ORG","Young Chow","312 Pennsylvania Ave SE",,"Washington","DC","200031147","2023-03-23","288.65","MEAL",,
"SB17","C00385773","Debbie Wasserman Schultz For Congress","VVAF7ARTV22","ORG","Nobu Restaurant","2525 14th St NW",,"Washington","DC","200096954","2023-03-13","447.48","MEAL",,
"SB17","C00226522","Richard E Neal For Congress Committee","500985439","ORG","Officina","1120 Maine Ave SW",,"Washington","DC","200242417","2023-03-28","2250","Fundraiser - Food & Beverage","X","*"
"SB17","C00440362","Jim Risch For U.S. Senate Committee","B1815C39B2F7441DC85A","ORG","CAPITAL GRILLE","601 PENNSYLVANIA AVENUE NW",,"WASHINGTON","DC","200042601","2023-01-31","270","FOOD & BEVERAGE","X",
"SB17","C00440362","Jim Risch For U.S. Senate Committee","B86766F02A906488DA12","ORG","US SENATE","FIRST ST SE",,"WASHINGTON","DC","20004","2022-12-14","125.4","CATERING/MEALS","X",
"SB17","C00440362","Jim Risch For U.S. Senate Committee","B5033F97AD93A4641A75","ORG","US SENATE","FIRST ST SE",,"WASHINGTON","DC","20004","2022-12-13","105.5","CATERING/MEALS","X",
"SB21","C00226522","Richard E Neal For Congress Committee","500970902","ORG","Occasions Caterers","5458 3rd St NE",,"Washington","DC","200116316","2023-03-04","3625","Food & Beverage - Officially Connected",,
"SB17","C00226522","Richard E Neal For Congress Committee","500985321","ORG","Lardente","200 Massachusetts Ave NW",,"Washington","DC","200011429","2023-03-28","5186","Fundraiser - Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","500985564","ORG","House Catering Services","US HOUSE OF REPRESENTATIVES",,"Washington","DC","205150001","2023-03-28","349.56","Food & Beverage - Officially Connected","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","500985054","ORG","Tosca DC","555 12th St NW",,"Washington","DC","200041200","2023-02-27","240","Food & Beverage - Officially Connected","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500985009","ORG","San Lorenzo Restaurant","1316 9th St NW",,"Washington","DC","200014208","2023-02-27","493.84","Fundraiser - Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","500985050","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-02-27","401.3","Food & Beverage - Officially Connected","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","500984706","ORG","Kick Axe","1401 Okie St NE",,"Washington","DC","200021866","2023-01-24","2932.27","Food & Beverage - Officially Connected","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500985008","ORG","RPM Italian DC","650 K St NW",,"Washington","DC","200011341","2023-02-27","1500","Fundraiser - Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","500984707","ORG","House Catering Services","US HOUSE OF REPRESENTATIVES",,"Washington","DC","205150001","2023-01-24","2080.8","Food & Beverage - Officially Connected","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","500984705","ORG","Del Friscos Double Eagle Steak House","950 I St NW","# 501","Washington","DC","200014959","2023-01-24","8437.34","Food & Beverage - Officially Connected","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984996","ORG","Officina","1120 Maine Ave SW",,"Washington","DC","200242417","2023-02-27","1000","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984951","ORG","Le Clou","222 M St NE",,"Washington","DC","200028277","2023-02-27","699.28","Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984949","ORG","Joe's Stone Crab of DC","740 15th St NW",,"Washington","DC","200051019","2023-02-27","4382.49","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984939","ORG","Corner Bakery","500 N Capitol St NW",,"Washington","DC","200011531","2023-02-27","517.81","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984699","ORG","Whole Foods","101 H St SE",,"Washington","DC","200033986","2023-01-24","161.55","Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984692","ORG","Tosca DC","555 12th St NW",,"Washington","DC","200041200","2023-01-24","558.7","Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","500984674","ORG","Matchbox Capitol","521 8th St NW",,"Washington","DC","200042193","2023-01-24","440.7","Food & Beverage","X","*"
"SB17","C00629659","Jimmy Gomez For Congress","VTDCDAGV076","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-03-20","562.1","Food & Beverages",,
"SB17","C00238865","Friends Of Rosa Delauro","VTQ3XA0MM52","ORG","Safeway","1855 Wisconsin Ave NW",,"Washington","DC","200072382","2023-02-13","375.88","Event Food and Beverage","X","*"
"SB17","C00238865","Friends Of Rosa Delauro","VTQ3XA0MN87","ORG","Safeway","1855 Wisconsin Ave NW",,"Washington","DC","200072382","2023-01-13","76.7","Event Food and Beverage","X","*"
"SB17","C00238865","Friends Of Rosa Delauro","VTQ3XA0MMQ3","ORG","Capitol Fine Wine And Spirits","415 H St NE",,"Washington","DC","200024335","2023-01-13","291.48","Event Food and Beverage","X","*"
"SB17","C00629659","Jimmy Gomez For Congress","VTDCDAGTZX9","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2023-02-15","1134.3","Food & Beverages",,
"SB17","C00718635","Tiffany For Wisconsin, Inc.","B39EFE6F388C34584945","ORG","BULLFEATHERS","410 FIRST ST SE",,"WASHINGTON","DC","200031819","2023-01-25","215.87","MEETING FOOD AND DRINK",,
"SB17","C00496760","Amodei For Nevada","SB17.26896","ORG","Trattoria Alberto WA DC","506 8th St SE",,"Washington","DC","20003","2023-03-10","1240.35","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.26818","ORG","The Capital Hill Club","300 First St SE",,"Washington","DC","20003","2023-01-18","251.89","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.26817","ORG","The Capital Hill Club","300 First St SE",,"Washington","DC","20003","2023-01-18","281.68","Contributor relations - meals & entertainment",,
"SB17","C00445452","Connolly For Congress","500463175","ORG","Beuchert's Saloon","623 Pennsylvania Ave SE",,"Washington","DC","200034386","2023-03-10","1423.17","Food and Beverage","X","*"
"SB17","C00496760","Amodei For Nevada","SB17.26919","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2023-03-16","244.15","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.26918","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2023-03-16","865","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.26864","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2023-02-17","139.73","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.26863","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2023-02-17","818.1","Contributor relations - meals & entertainment",,
"SB17","C00313247","Robert Aderholt For Congress","B4C3C3C1A7B48409CBD5","ORG","SANTA ROSA TAQUERIA","315 PENNSYLVANIA AVENUE SE",,"WASHINGTON","DC","200031148","2023-01-03","343.28","FOOD/BEVERAGE","X",
"SB17","C00652149","Burchett For Congress","SB17.32502","ORG","Capital Grille","601 Pennsylvania Ave NW",,"Washington","DC","20004","2023-03-22","148.2","Meals",,
"SB17","C00445452","Connolly For Congress","500463209","ORG","Corner Bakery","500 N Capitol St NW",,"Washington","DC","200011531","2023-01-06","261.72","Food and Beverage","X","*"
"SB17","C00652149","Burchett For Congress","SB17.32483","ORG","Member's Dining Room","First St SE",,"Washington","DC","20004","2023-03-10","194","Meals",,
"SB17","C00313247","Robert Aderholt For Congress","B12EB3990BA98451F951","ORG","MEMBERS DINING ROOM","RAYBURN BUILDING",,"WASHINGTON","DC","205150001","2023-01-03","105.65","FOOD/BEVERAGE","X",
"SB17","C00313247","Robert Aderholt For Congress","BC6B94051F50F4DD2838","ORG","MEMBERS DINING ROOM","RAYBURN BUILDING",,"WASHINGTON","DC","205150001","2023-02-02","90.45","FOOD/BEVERAGE","X",
"SB17","C00313247","Robert Aderholt For Congress","B84CA76703288431CAA9","ORG","JOE'S STONE CRAB","750 15TH ST NW",,"WASHINGTON","DC","20005","2023-02-02","225.2","FOOD/BEVERAGE","X",
"SB17","C00226928","Pallone For Congress","17-03-17079-25747","ORG","Mandarin Oriental Hotel","1330 Maryland Avenue SW",,"Washington","DC","20024","2023-03-20","-5784.17","Credit - Overcharge - Food & Beverage","X",
"SB17","C00310532","Kay Granger Campaign Fund","B6E2DFC3A1735464AB98","ORG","OLD EBBETT GRILL","675 15TH ST NW",,"WASHINGTON","DC","200055702","2023-01-23","114.72","FOOD/BEVERAGE","X",
"SB17","C00310532","Kay Granger Campaign Fund","B581B5C4D2336433FA56","ORG","GATSBY","1205 HALF ST SE","SUITE 105","WASHINGTON","DC","200034592","2023-01-23","162","FOOD/BEVERAGE","X",
"SB17","C00310532","Kay Granger Campaign Fund","B82B6DAD926654B23877","ORG","GATSBY","1205 HALF ST SE","SUITE 105","WASHINGTON","DC","200034592","2023-03-01","82.49","FOOD/BEVERAGE","X",
"SB17","C00310532","Kay Granger Campaign Fund","BF2FC256B79714ED1956","ORG","GIANT","1400 7TH ST., NW",,"WASHINGTON","DC","20003","2023-03-01","88","FOOD/BEVERAGE","X",
"SB17","C00226928","Pallone For Congress","17-03-17079-25718","ORG","Carmine's","425 7th Street NW",,"Washington","DC","20004","2023-03-20","900","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17078-25670","ORG","Mandarin Oriental Hotel","1330 Maryland Avenue SW",,"Washington","DC","20024","2023-02-21","7978.8","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17078-25675","ORG","USHR Catering","50 Independence Avenue SW",,"Washington","DC","20515","2023-02-21","488.98","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17078-25682","ORG","Hamilton's Bar & Grill","233 2nd Street NW",,"Washington","DC","20001","2023-02-21","290.85","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25633","ORG","Safeway Store","4203 Davenport Street NW",,"Washington","DC","20003","2023-01-25","270.82","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25629","ORG","Wok & Roll","604 H Street NW",,"Washington","DC","20001","2023-01-25","187.5","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25627","ORG","Lardente","200 Massachusetts Avenue NW",,"Washington","DC","20001","2023-01-25","100","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25625","ORG","Bobby Van's Grill","1201 New York Avenue NW",,"Washington","DC","20005","2023-01-25","237.1","Food & Beverage","X",
"SB17","C00640003","Mikie Sherrill For Congress","VTDNQAF4FR7","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034071","2023-01-03","65","Meals",,
"SB17","C00226928","Pallone For Congress","17-03-17077-25617","ORG","Hawk 'n' Dove Restaurant","329 Pennsylvania Avenue SE",,"Washington","DC","20003","2023-01-25","1350.5","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25618","ORG","Charlie Palmer Steak House","101 Constitution Avenue NW",,"Washington","DC","20001","2023-01-25","790.27","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25621","ORG","Lardente","200 Massachusetts Avenue NW",,"Washington","DC","20001","2023-01-25","12634.38","Food & Beverage","X",
"SB17","C00226928","Pallone For Congress","17-03-17077-25622","ORG","Carmine's","425 7th Street NW",,"Washington","DC","20004","2023-01-25","2500","Food & Beverage","X",
"SB17","C00230482","Grassley Committee, Inc.","B1E1D4B4B761C4AEAAEC","ORG","US SENATE CAFE","2 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2023-03-16","671","FOOD AND BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","B8C97E430ECB04B7A826","ORG","TALAY THAI","406  1ST STREET SE",,"WASHINGTON","DC","200031869","2023-03-29","42.89","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","BCC392042DA8841FAA04","ORG","TALAY THAI","406  1ST STREET SE",,"WASHINGTON","DC","200031869","2023-03-24","194.56","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","B4F162CC0FEEC4932B00","ORG","TALAY THAI","406  1ST STREET SE",,"WASHINGTON","DC","200031869","2023-03-01","300.73","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","B7692332DAE514F8C836","ORG","TALAY THAI","406  1ST STREET SE",,"WASHINGTON","DC","200031869","2023-01-13","76.78","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","B54B146473F364E76880","ORG","TALAY THAI","406  1ST STREET SE",,"WASHINGTON","DC","200031869","2023-01-12","61.04","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","BB13CFE8CF11849D48F4","ORG","TALAY THAI","406  1ST STREET SE",,"WASHINGTON","DC","200031869","2023-01-04","52.89","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","B576E219AA2924B57B15","ORG","HANK'S OYSTER BAR","1624 Q ST NW",,"WASHINGTON","DC","200096354","2023-02-01","51.8","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","B57F2AE5A6CA548AAB41","ORG","HANK'S OYSTER BAR","1624 Q ST NW",,"WASHINGTON","DC","200096354","2023-01-26","116","FOOD/BEVERAGE",,
"SB17","C00509729","Thomas Massie For Congress","BD871A95B87134EF1BA4","ORG","CAPITOL HILL CLUB","300  1ST STREET SE",,"WASHINGTON","DC","200031801","2023-03-16","336.9","FOOD/BEVERAGE",,
