expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments
,,,,,,,,,,,,
,,,,,,,,,,,,
6/21/22,Petons Landscaping LLC,3702 Monroe Street  Brentwood  Maryland 20722,Business/Group/Organization,678,Proctor  Susie (Elizabeth) Friends of Committee,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Campaign Expense - Signs/June 16 2022
6/8/22,Red Tails Ocean Grill,173 St Patricks Dr  Waldorf  Maryland 20603,Business/Group/Organization,1400.92,Proctor  Susie (Elizabeth) Friends of Committee,Fund Raiser,Fundraiser - Food & Beverage,,Check,,Electoral,Fundraiser - Food & Beverage/June 13 2022
6/24/22,Blue Nation Strategies LLC,5900 Harwick Rd  Bethesda  Maryland 20816,Business/Group/Organization,7504.93,Proctor  Susie (Elizabeth) Friends of Committee,Postage,Mailing List,,Check,,Electoral,Postcard Printing & Mailing/June 24 2022
6/20/22,Mark Weiss Associates,PO Box 34407  Bethesda  Maryland 20817,Business/Group/Organization,1339.68,Proctor  Susie (Elizabeth) Friends of Committee,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Campaign Expense - Signs/June 20 2022
6/15/22,Armstrong Cable Services,P O Box 709  Rising Sun  Maryland 21911,Business/Group/Organization,75,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,TV,,Check,,Electoral,
6/15/22,Cecil County Sports Weekly,79 WILLIAMS LANE  CONOWINGO  Maryland 21918,Business/Group/Organization,500,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Newspaper,,Debit Card,,Electoral,
6/16/22,VictoryStore.com,5200 SW 30th Street  Davenfport  Iowa 52802,Business/Group/Organization,526.68,Nickle  Allyn Price Register Of Wills  Re-Elect,Printing and Campaign Materials,Printing - Yard Signs,,Debit Card,,Electoral,
6/16/22,Cecil County Sports Weekly,79 WILLIAMS LANE  CONOWINGO  Maryland 21918,Business/Group/Organization,125,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Newspaper,,Debit Card,,Electoral,
6/23/22,Staples Connect,801 E Pulaski Highway  Elkton  Maryland 21921,Business/Group/Organization,206.68,Nickle  Allyn Price Register Of Wills  Re-Elect,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,
6/29/22,University Printing,222 S Chapel Street  Room 124  Newark  Delaware 19716,Business/Group/Organization,454.5,Nickle  Allyn Price Register Of Wills  Re-Elect,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Debit Card,,Electoral,
6/28/22,Postmaster,406 S Main St  North East  Maryland 21901,Business/Group/Organization,2909.31,Nickle  Allyn Price Register Of Wills  Re-Elect,Postage,Postage,,Check,,Electoral,
6/30/22,Celestial Print & Mail,714 S Main Street  North East  Maryland 21901,Business/Group/Organization,2242.96,Nickle  Allyn Price Register Of Wills  Re-Elect,Printing and Campaign Materials,Printing - Copies,,Debit Card,,Electoral,
6/9/22,H&W Printing,3616 Oak Lane  Mount Rainier  Maryland 20712,Business/Group/Organization,1717.2,Pompi  Jenni People for,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,
7/3/22,H&W Printing,3616 Oak Lane  Mount Rainier  Maryland 20712,Business/Group/Organization,2692.5,Pompi  Jenni People for,Printing and Campaign Materials,Printing - Yard Signs,,Debit Card,,Electoral,500 yard signs and frames
6/21/22,ActBlue LLC,14 Arrow Street  Suite 11  Cambridge  Massachusetts 02138,Business/Group/Organization,3,Pompi  Jenni People for,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,
6/14/22,SALSA Labs,7920 Norfolk Ave  #550  Bethesda  Maryland 20814,Business/Group/Organization,70.12,Cullison  Bonnie Friends of,Direct Mailing by Mail House (R),Mailing List,,EFT,,Electoral,
6/9/22,Act Blue,14 Arrow Street  Suite 11  Cambridge  Massachusetts 02138,Business/Group/Organization,11.6,Cullison  Bonnie Friends of,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,
6/20/22,JAMIE LYNN  DYKES,P.O. Box 4211  Salisbury  Maryland 21803,Self (Candidate),13.77,Dykes  Jamie L. Citizens For,Rent and Other Office expenses,Office Supplies,,,,Electoral,
6/23/22,Friends of Rocky Wagonhurst,3213 Jarrettsville Pike  Monkton  Maryland 21111,Business/Group/Organization,455.57,Wagonhurst  Rocky (Robert) Friends of,Printing and Campaign Materials,Printing - Yard Signs,,EFT,,Electoral,PayPal reimbursement to candidate for money spent on road signs.
6/28/22,Capitol Promotions,P.O. Box 231  Glenside  Pennsylvania 19038,Business/Group/Organization,542.75,Wagonhurst  Rocky (Robert) Friends of,Printing and Campaign Materials,Printing - Yard Signs,,Credit Card/MasterCard,,Electoral,
6/9/22,USPS,Jarrettsville Pike  Phoenix  Maryland 21131,Business/Group/Organization,99,Wagonhurst  Rocky (Robert) Friends of,Other Expenses,Other,,Credit Card/MasterCard,,Electoral,P.)> Box for campaign
6/18/22,Howard County Democratic Central Committee,Post Office Box 1363  Columbia  Maryland 21044,Business/Group/Organization,250,Watson  Courtney Friends Of,Field Expenses,Event or Fair Booth Expenses,,Debit Card,,Electoral,
6/18/22,OMalley  (Catherine) Katie Curran for Maryland,8217 Evergreen Drive  Baltimore  Maryland 21234,Candidate Committee,250,Watson  Courtney Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,
6/18/22,Lierman  Brooke for Maryland,4543 Kingscup Court  Ellicott City  Maryland 21042,Candidate Committee,500,Watson  Courtney Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,
6/16/22,Eggspectation,6010 University Blvd  Ellicott City  Maryland 21043,Business/Group/Organization,1348.2,Watson  Courtney Friends Of,Fund Raiser,Fundraiser - Food & Beverage,,Check,,Electoral,
6/17/22,Mary Beth Dulin,7313 Farthest Thunder Ct  Columbia  Maryland 21046,Individual,280,Watson  Courtney Friends Of,Field Expenses,Consulting Fees - General,,Check,,Electoral,
6/20/22,Oriental Trading Company,5455 South 90th Street  Omaha  Nebraska 68127,Business/Group/Organization,133.47,Watson  Courtney Friends Of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,
6/27/22,Oriental Trading Company,5455 South 90th Street  Omaha  Nebraska 68127,Business/Group/Organization,143.03,Watson  Courtney Friends Of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,
6/9/22,Howard County Hospital Foundation - Claudia Mayer Cancer Research Center,11065 Little Patuxent Pkwy #150  Columbia  Maryland 21044,Business/Group/Organization,150,Watson  Courtney Friends Of,Field Expenses,Event or Fair Booth Expenses,,Debit Card,,Electoral,
6/15/22,Printing Specialist,9015 Junction Drive  Suite 5  Annapolis Junction  Maryland 20701,Business/Group/Organization,6285.02,Harrison  Ingrid S. Friends of,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,
6/9/22,Party City,9101 Woodmore Center Drive  Glenarden  Maryland 20706,Business/Group/Organization,15.9,Harrison  Ingrid S. Friends of,Other Expenses,Meeting Expenses,,Debit Card,,Electoral,Meet & Greet
6/8/22,Wegmans,9001 McHugh Drive  Lanham  Maryland 20706,Business/Group/Organization,82.9,Harrison  Ingrid S. Friends of,Other Expenses,Meeting Expenses,,Debit Card,,Electoral,Meet & Greet
6/15/22,Walmart,3300 Crain Highway  Bowie  Maryland 20716,Business/Group/Organization,23.07,Harrison  Ingrid S. Friends of,Other Expenses,Meeting Expenses,,Debit Card,,Electoral,Meet & Greet
6/15/22,Wegmans,9001 McHugh Drive  Lanham  Maryland 20706,Business/Group/Organization,8.98,Harrison  Ingrid S. Friends of,Other Expenses,Meeting Expenses,,Debit Card,,Electoral,Meet & Greet
6/21/22,Neighborhood Signs and Stickers  LLC,6655 Amberton Drive  Suite K  Elkridge  Maryland 21075,Business/Group/Organization,545.9,Wu  Chao Friends to Elect,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,
6/27/22,Vistaprint,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,4015.48,Wu  Chao Friends to Elect,Printing and Campaign Materials,Printing - Brochures,,EFT,,Electoral,
6/27/22,Carnival Source,40477 Murrieta Hot Springs Rd  Murrieta  California 92563,Business/Group/Organization,165.7,Wu  Chao Friends to Elect,Field Expenses,Event or Fair Booth Expenses,,EFT,,Electoral,
6/8/22,ESTY,55 Washington Street  Brooklyn  New York 11201,Business/Group/Organization,133.56,Wu  Chao Friends to Elect,Postage,Postage,,EFT,,Electoral,
6/9/22,ACTBLUE,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,89.19,Wu  Chao Friends to Elect,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card processing fee
6/13/22,XIA CHEN,5832 TROTTER ROAD  CLARKSVILLE  Maryland 21029,Individual,400,Wu  Chao Friends to Elect,Postage,Postage,,Check,USPS,Electoral,Postage
6/16/22,SULI LI,19813 Celebration Way  Germantown  Maryland 20874,Individual,300,Wu  Chao Friends to Elect,Printing and Campaign Materials,Videos,,Check,,Electoral,
6/13/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,online advertising
6/17/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,online advertising
6/21/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,youtube ads
6/24/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,Online advertising
6/27/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,youtube ads
6/28/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,online advertising
6/29/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,online advertising
7/1/22,GOOGLE,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Wu  Chao Friends to Elect,Other Expenses,Online Advertising,,EFT,,Electoral,online advertising
6/22/22,NEIGHBORHOOD SIGNS AND stickers LLC,6655 Amberton Drive  Suite L  Elkridge  Maryland 21075,Business/Group/Organization,209.35,Bender  Karolyn Friends to Elect,Printing and Campaign Materials,Printing - Yard Signs,,Credit Card/Visa,,Electoral,Purchase of 50 18X24 yard signs and 50 step stakes.
6/14/22,PayPal,12312 Port Grace Blvd.  La Vista  Nebraska 68128,Business/Group/Organization,26.54,West  Chris Friends of,Other Expenses,Bank Charges,,EFT,,Electoral,
6/8/22,Printron,8906 Clement Ave.  Parkville  Maryland 21234,Business/Group/Organization,1910.56,West  Chris Friends of,Printing and Campaign Materials,Book/Brochure Advertising,,EFT,,Electoral,
6/24/22,CHRISTOPHER R  WEST,7808 Overbrook Road  Towson  Maryland 21204,Self (Candidate),1097.5,West  Chris Friends of,In-Kind,Fundraiser - Food & Beverage,,Check,Basignani Winery,Electoral,
6/10/22,Frederick County Board of Elections,340A Montevue Lane  Frederick  Maryland 21702,Business/Group/Organization,50,McKay  Steve 4 Frederick County  Friends of,Other Expenses,Other,,Check,,Electoral,Voter information
6/20/22,NorthPoint Sign & Graphic Services,8520 Corridor Road  Suite G  Savage  Maryland 20763,Business/Group/Organization,3540.5,McKay  Steve 4 Frederick County  Friends of,Postage,Postage,,Check,,Electoral,Postage for postcard mailing
6/16/22,FRIENDS OF ROY ALVEY,P.O. 136  VALLEY LEE  Maryland 20692,Business/Group/Organization,399,Alvey  Roy H. Friends of,Media,Newspaper,,Check,COUNTY TIMES NEWSPAP,Electoral,
7/1/22,FRIENDS OF ROY ALVEY,P.O. Box 136  Valley Lee  Maryland 20692,Business/Group/Organization,399,Alvey  Roy H. Friends of,Media,Newspaper,,Check,COUNTY TIMES NEWSPAP,Electoral,
7/2/22,PayPal,12312 Port Grace Blvd.  La Vista  Nebraska 68128,Business/Group/Organization,5.32,West  Chris Friends of,Other Expenses,Bank Charges,,EFT,,Electoral,
7/3/22,CHRISTOPHER R  WEST,7808 Overbrook Road  Towson  Maryland 21204,Self (Candidate),450,West  Chris Friends of,In-Kind,Event or Fair Booth Expenses,,Check,,Electoral,in-kind parade fees
7/1/22,Dunkin Donuts,12915 Wisteria Drive  Germantown  Maryland 20874,Business/Group/Organization,15.32,Forde  Lorna Phillips Friends of,Field Expenses,Volunteer Meals,,Debit Card,,Electoral,
6/7/22,Deinde Group,2820 Reagan St.  102  Dallas  Texas 75219,Business/Group/Organization,1500,Forde  Lorna Phillips Friends of,Salaries and Other compensation,Consulting Fees - General,,Debit Card,,Electoral,
6/28/22,CampaignPartner.com,PO Box 118  Still River  Massachusetts 10467,Business/Group/Organization,29,Roche  Winifred Wini Friends of,Rent and Other Office expenses,IT - Campaign Software,,EFT,,Electoral,
6/30/22,RAYS CARIBBEAN,1436 S Philadelphia Blvd  Aberdeen  Maryland 21001,Business/Group/Organization,225.25,Roche  Winifred Wini Friends of,Fund Raiser,Fundraiser - Food & Beverage,,Credit Card/Visa,,Electoral,
6/9/22,ActBlue LLC,14 Arrow St  Suite 11  Cambridge  Massachusetts 02138,Business/Group/Organization,37.99,Roche  Winifred Wini Friends of,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,
6/29/22,Eventbrite.com,155 Fifth Street  San Francisco  California 94103,Business/Group/Organization,77.28,Roche  Winifred Wini Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,
6/13/22,BOSE Corporation,,Business/Group/Organization,126.14,Duyile  Remi Friends of,Other Expenses,Other,,Debit Card,,Electoral,Campaign Equipment
6/13/22,Walmart,,Business/Group/Organization,889.34,Duyile  Remi Friends of,Other Expenses,Other,,Debit Card,,Electoral,Media Equipment
6/13/22,HOYER FOR CONGRESS,,Business/Group/Organization,35,Duyile  Remi Friends of,Field Expenses,Event or Fair Booth Expenses,,Debit Card,,Electoral,
6/9/22,Vantiv ecommerce,8500 Governors Hill Drive  Symmes Township  Ohio 45229-1384,Business/Group/Organization,13.13,Lofton  Dania Friends of,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,
6/13/22,QueTure Media,2069 Powers Ferry Road Apt. J  Marietta  Georgia 30067,Business/Group/Organization,217,Lofton  Dania Friends of,Media,Media - Website Development,,EFT,,Electoral,Quenest Harrington - designer/developer (website and design fees)
6/29/22,Kelvin Robinson,1132 Blue Wing Terrace  Upper Marlboro  Maryland 20774,Business/Group/Organization,300,Lofton  Dania Friends of,Media,Billboards / Outdoor Advertising,,EFT,,Electoral,Installation of various billboards/campaign signage
7/1/22,Bank of America,PO Box 25118  Tampa  Florida 33622-5118,Business/Group/Organization,16,Lofton  Dania Friends of,Other Expenses,Bank Charges,,EFT,,Electoral,Service Fee - Monthly Fee Business Adv Fundamentals
7/1/22,ActBlue,PO Box 441146  Summerville  Massachusetts 02144-0031,Business/Group/Organization,14.93,Lofton  Dania Friends of,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,
6/8/22,Edward Dacey,16166 Connors Way  Rockville  Maryland 20855,Individual,3218.43,Dacey  Phil Friends of,Direct Mailing by Mail House (R),Mailing Service,,Check,Copyquik,Electoral,
6/20/22,Anedot,5555 Hilton Ave. Suite 106  Baton Rouge  Louisiana 70808,Business/Group/Organization,8.3,Dacey  Phil Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,
2/28/22,Wells Fargo,7568 Ridge Road  Hanover  Maryland 21076,Business/Group/Organization,10,Sgambellone  David Citizen's For,Other Expenses,Bank Charges,,EFT,,Electoral,
3/31/22,Wells Fargo,7568 Ridge Road  Hanover  Maryland 21076,Business/Group/Organization,10,Sgambellone  David Citizen's For,Other Expenses,Bank Charges,,EFT,,Electoral,
4/29/22,Wells Fargo,7568 Ridge Road  Hanover  Maryland 21076,Business/Group/Organization,10,Sgambellone  David Citizen's For,Other Expenses,Bank Charges,,EFT,,Electoral,
6/14/22,Simpletexting,,Business/Group/Organization,1.26,Duyile  Remi Friends of,Printing and Campaign Materials,Phones / Robo calls,,Debit Card,,Electoral,
6/22/22,Prints on the Cheap,11525A Stonehollow Dr  Suite 100  Austin  Texas 78758,Business/Group/Organization,201.95,Yitzhak  Brit Friends of,Printing and Campaign Materials,Printing - Yard Signs,,EFT,,Electoral,
6/17/22,RALCO PRODUCTS,627 REISTERSTOWN ROAD  BALTIMORE  Maryland 21208,Business/Group/Organization,8704.84,Ball  Calvin Team  The,Media,Consulting Fees - Media,,Check,,Electoral,
6/21/22,GABRIELLE CHRISTIAN,7504 HEARTHSTONE WAY  #209  ELKRIDGE  Maryland 21075,Individual,580,Ball  Calvin Team  The,Field Expenses,Consulting Fees - General,,Check,,Electoral,
6/27/22,Customink LLC,2910 District Ave  Farifax  Virginia 22031,Business/Group/Organization,226.11,McMahon  Jeffrey For Commissioner,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Credit Card/MasterCard,,Electoral,Campaign T-Shirts
6/30/22,Strategic Factory,11195 Dolfield Blvd  Owings Mills  Maryland 21117,Business/Group/Organization,470.51,McMahon  Jeffrey For Commissioner,Postage,Postage,,Credit Card/MasterCard,,Electoral,Postage for Mailer/Flyer
6/30/22,Strategic Factory,11195 Dolfield Blvd  Owings Mills  Maryland 21117,Business/Group/Organization,1053.13,McMahon  Jeffrey For Commissioner,Printing and Campaign Materials,Printing - Copies,,Credit Card/MasterCard,,Electoral,Direct Mailer/Flyer Printing
6/28/22,Worcester County,201 Belt St  Suite C  Snow Hill  Maryland 21863,Business/Group/Organization,75,McMahon  Jeffrey For Commissioner,Other Expenses,Other,,Check,,Electoral,Mail-in Ballot List from Election Board
6/13/22,Zoho Corp,4141 Hacienda Dr  Pleasanton  California 94588,Business/Group/Organization,8.76,McMahon  Jeffrey For Commissioner,Media,Media - Website Development,,Credit Card/MasterCard,,Electoral,Monthly Website Charge
6/27/22,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,414.04,McMahon  Jeffrey For Commissioner,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,Payment - Facebook/Meta Ads
6/9/22,Baltimore Jewish Home,600 Reisterstown Rd  Ste 600A  Baltimore  Maryland 21208,Business/Group/Organization,2530,Attar  Dalya for Baltimore,Media,Newspaper,,Check,,Electoral,newspaper ad
6/17/22,David Chus,7105 Reisterstown Rd  Baltimore  Maryland 21215,Business/Group/Organization,109.9,Attar  Dalya for Baltimore,Other Expenses,Volunteer Meals,,Check,,Electoral,campaign volunteer meal
6/17/22,Home Depot,6620 Reisterstown Rd  Baltimore  Maryland 21215,Business/Group/Organization,45.35,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,zip ties for signs
6/23/22,Home Depot,6620 Reisterstown Rd  Baltimore  Maryland 21215,Business/Group/Organization,48.08,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,zip ties for signs
6/9/22,Kayla's Custom Made,PO Box 65241  Baltimore  Maryland 21209,Business/Group/Organization,373.65,Attar  Dalya for Baltimore,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,t-shirt design and print
6/23/22,Martin-Lauer Associates,1215 E Fort Ave  Baltimore  Maryland 21230,Business/Group/Organization,47324.4,Attar  Dalya for Baltimore,Direct Mailing by Mail House (R),Mailing Service,,Check,,Electoral,mailure printing and distribution
6/13/22,NGP VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,265,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,NGP fees
6/17/22,Opulent Cloud,3355 Keswick Rd  Baltimore  Maryland 21211,Business/Group/Organization,1400,Attar  Dalya for Baltimore,Media,Phones / Robo calls,,Check,,Electoral,robocalls
6/27/22,RHONDA FALL,9450 MERRYREST ROAD  COLUMBIA  Maryland 21045,Individual,600,Ball  Calvin Team  The,Field Expenses,Consulting Fees - General,,Check,,Electoral,
6/27/22,Royal Restaurant,7002 Reisterstown Rd  Baltimore  Maryland 21215,Business/Group/Organization,3000,Attar  Dalya for Baltimore,Fund Raiser,Fundraiser - Hall /Venue Rental,,Check,,Electoral,Hall Rental/Catering for Campaign Event
6/30/22,Speedy Graphics,3700 Clarks Ln  Baltimore  Maryland 21215,Business/Group/Organization,477,Attar  Dalya for Baltimore,Media,Graphic Design,,Check,,Electoral,design ad
6/30/22,The Advertiser,6019 Highgate Dr  Baltimore  Maryland 21215,Business/Group/Organization,875,Attar  Dalya for Baltimore,Media,Newspaper,,Check,,Electoral,advertising
6/24/22,Uptown Press,501 W 23rd St  Baltimore  Maryland 21211,Business/Group/Organization,1735.57,Attar  Dalya for Baltimore,Printing and Campaign Materials,Printing - Brochures,,Check,,Electoral,printing campaign materials
6/29/22,Uptown Press,501 W 23rd St  Baltimore  Maryland 21211,Business/Group/Organization,1735.57,Attar  Dalya for Baltimore,Printing and Campaign Materials,Book/Brochure Advertising,,Check,,Electoral,printing campaign materials
6/8/22,Stripe,354 Oyster Point Blvd  South San Francisco  California 94080,Business/Group/Organization,2.43,Brand  Sarah Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,
6/8/22,ActBlue  LLC,366 Summer St  Somerville  Massachusetts 02144,Business/Group/Organization,1.5,Brand  Sarah Friends of,Fund Raiser,Fundraiser -General Expenses,,EFT,,Electoral,
6/10/22,Bitly  Inc.,DPT 5006  601 W 26th St  3rd Fl Ste 357  New York  New York 10001-1101,Business/Group/Organization,35,Brand  Sarah Friends of,Media,Media - Website Development,,Debit Card,,Electoral,Subscription for custom short URLs.
6/19/22,Action Squared,1900 L St NW Ste 900  Washington  District Of Columbia 20036,Business/Group/Organization,10.6,Brand  Sarah Friends of,Other Expenses,Other,,Debit Card,,Electoral,Mass emailing service.
6/22/22,MCDCC At-Large Progressive Slate,P.O. Box 7307  Silver Spring  Maryland 20907-7307,Slate Committee,207.5,Brand  Sarah Friends of,Printing and Campaign Materials,Printing - Brochures,,Check,,Electoral,Contribution for new slate campaign flyers.
6/30/22,ActBlue  LLC,366 Summer St  Somerville  Massachusetts 02144,Business/Group/Organization,0.15,Brand  Sarah Friends of,Fund Raiser,Fundraiser -General Expenses,,EFT,,Electoral,
6/30/22,Stripe,354 Oyster Point Blvd  South San Francisco  California 94080,Business/Group/Organization,0.45,Brand  Sarah Friends of,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,
6/8/22,Dudley Family Limited Partnership,111 Taplow Road  Baltimore  Maryland 21212,Business/Group/Organization,800,Queen Anne's County Democratic Central Committee,Rent and Other Office expenses,Office Rent,,Check,,Administrative,June Office Rent.
6/9/22,ActBlue,PO Box 441146  Somerville  Massachusetts 02144-0031,Business/Group/Organization,18.24,Queen Anne's County Democratic Central Committee,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Administrative,Vanitiv/ActBlue service charge.
6/22/22,Nicole Rios,8133 Hallmark Pl  Gaithersburg  Maryland 20879,Individual,3500,Jawando  William (Will) Friends of,Salaries and Other compensation,Wages - Campaign Manager,,Wire Transfer,,Electoral,Payroll
7/1/22,1Password,4711 Yonge St  10th Floor  Toronto  California 20001,Business/Group/Organization,21.15,Jawando  William (Will) Friends of,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Tech Services
6/24/22,Amalgamated Bank,1825 K St NW  Washington  District Of Columbia 20006,Business/Group/Organization,55.25,Jawando  William (Will) Friends of,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fee
6/14/22,Amazon,440 TERRY AVE N  SEATTLE  Washington 98109,Business/Group/Organization,192.25,Jawando  William (Will) Friends of,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/15/22,Amazon,440 TERRY AVE N  SEATTLE  Washington 98109,Business/Group/Organization,32.86,Jawando  William (Will) Friends of,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/9/22,API Source,7850 Walker Dr  Greenbelt  Maryland 20770,Business/Group/Organization,1210.9,Jawando  William (Will) Friends of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
6/13/22,Campaign Verify,1215 31st St NW  washington  District Of Columbia 20007,Business/Group/Organization,95,Jawando  William (Will) Friends of,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Technology Services
6/30/22,CFO Compliance LLC,1 Park Row  Ste 5  Providence  Rhode Island 02903,Business/Group/Organization,1000,Jawando  William (Will) Friends of,Salaries and Other compensation,Legal Fees - Compliance/Administrative,,Wire Transfer,,Electoral,Compliance Services
6/17/22,Blive Photography,1704 Sherwood Ave.  Baltimore  Maryland 21239,Business/Group/Organization,150,Phillips  N. Scott Citizens for,Other Expenses,Videos,,Debit Card,,Electoral,
6/8/22,National Graphics,800 Debelius Ave  Baltimore  Maryland 21205,Business/Group/Organization,397.5,Phillips  N. Scott Citizens for,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,
6/8/22,VistaPrint,170 Data Drive  Waltham  Massachusetts 02451,Business/Group/Organization,178.39,Phillips  N. Scott Citizens for,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,
6/8/22,M&T Bank,8638 Liberty Road  Randallstown  Maryland 21133,Business/Group/Organization,110,Phillips  N. Scott Citizens for,Other Expenses,Bank Charges,,EFT,,Electoral,
6/13/22,Valarie Phillips,2905 Tallowtree Rd  Woodstock  Baltimore Co.   Maryland 21163,Individual,194.34,Phillips  N. Scott Citizens for,Other Expenses,Meeting Expenses,,Check,,Electoral,
6/8/22,Amazon,1400 Sulphur Spring Rd  Baltimore  Maryland 21227,Business/Group/Organization,76.28,Phillips  N. Scott Citizens for,Field Expenses,Event or Fair Booth Expenses,,Debit Card,,Electoral,
6/8/22,Walmart,8730 Liberty Rd  Randallstown  Maryland 21133,Business/Group/Organization,41.67,Phillips  N. Scott Citizens for,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,
6/8/22,Delta Sigma Theta Fundraiser Event,2501 Springhill Ave  Baltimore  Maryland 21215,Business/Group/Organization,321.52,Phillips  N. Scott Citizens for,Other Expenses,For Close Out Only-Charitable Donation,,Debit Card,,Electoral,
6/9/22,Signs By Tomorrow,11 Gwynns Mill Ct #J  Owings Mills  Maryland 21117,Business/Group/Organization,161.65,Phillips  N. Scott Citizens for,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,
6/13/22,Signs By Tomorrow,11 Gwynns Mill Ct #J  Owings Mills  Maryland 21117,Business/Group/Organization,161.65,Phillips  N. Scott Citizens for,Printing and Campaign Materials,Graphic Design,,Debit Card,,Electoral,
6/10/22,Custom Buttoms,24825 N.  16th Ave  Ste 100  Phoenix  Arizona 85085,Business/Group/Organization,60.86,Phillips  N. Scott Citizens for,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,
6/13/22,Grind and Wine Restaurant,3627 Offutt Rd  Randallstown  Maryland 21133,Business/Group/Organization,1299.23,Phillips  N. Scott Citizens for,Other Expenses,Volunteer Meals,,Debit Card,,Electoral,
