jurisdiction_code,county_name,poll_place_id,poll_name,poll_address1,city,state,zip,legislative_sub_district,legislative_district,congressional_district,judicial_circuit,appellate_circuit,councilmanic_district,election_district,building_type,college_nearby,college_name,is_early_voting_location,election_district_precinct
17,Prince George's,37780,Lake Arbor Elem Sch,10205 Lake Arbor Way,Mitchellville,MD,20721,NA,25,05,07,04,006,13,SCHOOL,NA,NA,NA,013-036
17,Prince George's,36578,High Bridge Elementary School,7011 High Bridge Road,Bowie,MD,20720,NA,24,05,07,04,004,14,SCHOOL,NA,NA,NA,014-001
17,Prince George's,36579,Duval High School,9880 Good Luck Road,Lanham,MD,20706,NA,22,04,07,04,003,14,SCHOOL,NA,NA,NA,014-002
17,Prince George's,36580,Bowie High School,15200 Annapolis Road,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-003
17,Prince George's,36581,SAMUEL OGLE MIDDLE SCHOOL,4111 CHELMONT LA,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-004
17,Prince George's,36582,ROCKLEDGE ELEMENTARY SCHOOL,7701 LAUREL-BOWIE RD,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-005
17,Prince George's,36583,YORKTOWN ELEMENTARY SCHOOL,7301 RACE TRACK RD,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-006
17,Prince George's,37084,GLENN DALE VOL FIRE DEPARTMT,11900 GLENN DALE BLVD,Glenn Dale,MD,20769,NA,24,04,07,04,004,14,FIRE STATION,NA,NA,NA,014-007
17,Prince George's,37085,ROBERT GODDARD MONTESSORI SCH,9850 GOOD LUCK RD,Seabrook,MD,20706,NA,22,04,07,04,004,14,SCHOOL,NA,NA,NA,014-008
17,Prince George's,37761,Bowie State Univ. - McKeldin Gym,14000 Jericho Park RD,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-009
17,Prince George's,36676,West Bowie Village Hall,13711 Annapolis Road #103,Bowie,MD,20720,NA,23,05,07,04,004,14,OTHER,NA,NA,NA,014-010
17,Prince George's,37761,Bowie State Univ. - McKeldin Gym,14000 Jericho Park RD,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-011
17,Prince George's,37773,Glenn Dale Comm Ctr,11901 Glenn Dale BLVD,Glenn Dale,MD,20769,NA,24,04,07,04,004,14,COMMUNITY CENTER,NA,NA,NA,014-012
17,Prince George's,37775,Huntington Comm Ctr,13022 8th ST,Bowie,MD,20720,NA,23,05,07,04,004,14,COMMUNITY CENTER,NA,NA,NA,014-013
17,Prince George's,37761,Bowie State Univ. - McKeldin Gym,14000 Jericho Park RD,Bowie,MD,20715,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-014
17,Prince George's,37313,Reid Temple Ame Church,11400 Glenn Dale BLVD,Glenn Dale,MD,20769,NA,24,05,07,04,004,14,CHURCH,NA,NA,NA,014-015
17,Prince George's,37775,Huntington Comm Ctr,13022 8th ST,Bowie,MD,20720,NA,23,04,07,04,004,14,COMMUNITY CENTER,NA,NA,NA,014-016
17,Prince George's,37773,Glenn Dale Comm Ctr,11901 Glenn Dale BLVD,Glenn Dale,MD,20769,NA,24,04,07,04,004,14,COMMUNITY CENTER,NA,NA,NA,014-017
17,Prince George's,36578,High Bridge Elementary School,7011 High Bridge Road,Bowie,MD,20720,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-018
17,Prince George's,36578,High Bridge Elementary School,7011 High Bridge Road,Bowie,MD,20720,NA,23,05,07,04,004,14,SCHOOL,NA,NA,NA,014-019
17,Prince George's,36578,High Bridge Elementary School,7011 High Bridge Road,Bowie,MD,20720,NA,24,04,07,04,004,14,SCHOOL,NA,NA,NA,014-020
17,Prince George's,36579,Duval High School,9880 Good Luck Road,Lanham,MD,20706,NA,24,04,07,04,003,14,SCHOOL,NA,NA,NA,014-021
17,Prince George's,36580,Bowie High School,15200 Annapolis Road,Bowie,MD,20715,NA,24,05,07,04,004,14,SCHOOL,NA,NA,NA,014-022
17,Prince George's,37761,Bowie State Univ. - McKeldin Gym,14000 Jericho Park RD,Bowie,MD,20715,NA,24,05,07,04,004,14,SCHOOL,NA,NA,NA,014-023
17,Prince George's,36676,West Bowie Village Hall,13711 Annapolis Road #103,Bowie,MD,20720,NA,24,05,07,04,004,14,OTHER,NA,NA,NA,014-024
17,Prince George's,37773,Glenn Dale Comm Ctr,11901 Glenn Dale BLVD,Glenn Dale,MD,20769,NA,24,05,07,04,004,14,COMMUNITY CENTER,NA,NA,NA,014-025
17,Prince George's,37313,Reid Temple Ame Church,11400 Glenn Dale BLVD,Glenn Dale,MD,20769,NA,24,04,07,04,004,14,CHURCH,NA,NA,NA,014-026
17,Prince George's,36606,MARLTON ELEMENTARY SCHOOL,8506 OLD COLONY DR SOUTH,Upper Marlboro,MD,20772,NA,23,05,07,04,009,15,SCHOOL,NA,NA,NA,015-001
17,Prince George's,37757,Arrowhead Elem Sch - M/P Rm,2300 Sansbury Road,Upper Marlboro,MD,20772,NA,25,05,07,04,006,15,SCHOOL,NA,NA,NA,015-002
17,Prince George's,37939,CMIT Academy South - Public Charter Middle High School,9822 Fallard Court,Upper Marlboro,MD,20772,NA,23,05,07,04,009,15,SCHOOL,NA,NA,NA,015-003
17,Prince George's,36829,Frederick Douglass High School,8000 Croom Road,Upper Marlboro,MD,20772,NA,23,05,07,04,009,15,SCHOOL,NA,NA,NA,015-004
17,Prince George's,37239,"DR. HENRY A. WISE, JR. HIGH SCHOOL",12650 BROOKE LA,Upper Marlboro,MD,20772,NA,25,05,07,04,006,15,SCHOOL,NA,NA,NA,015-005
17,Prince George's,37938,CMIT Academy South - Public Charter Elementary School,9601 Fallard Court,Upper Marlboro,MD,20772,NA,23,05,07,04,009,15,SCHOOL,NA,NA,NA,015-006
17,Prince George's,37757,Arrowhead Elem Sch - M/P Rm,2300 Sansbury Road,Upper Marlboro,MD,20772,NA,25,04,07,04,006,15,SCHOOL,NA,NA,NA,015-007
17,Prince George's,37938,CMIT Academy South - Public Charter Elementary School,9601 Fallard Court,Upper Marlboro,MD,20772,NA,25,05,07,04,009,15,SCHOOL,NA,NA,NA,015-008
17,Prince George's,36569,EDMONSTON MUNICIPAL BUILDING,5005 52ND AVE,Edmonston,MD,20781,NA,22,04,07,04,005,16,OTHER,NA,NA,NA,016-001
17,Prince George's,37086,CTY OF HYATT MUN BLDG - M.P. ROOM,4310 GALLATIN ST,Hyattsville,MD,20781,NA,22,04,07,04,002,16,OTHER,NA,NA,NA,016-002
17,Prince George's,37776,Hyattsville Elementary School,5311 43rd Avenue,Hyattsville,MD,20781,NA,22,04,07,04,002,16,SCHOOL,NA,NA,NA,016-003
17,Prince George's,36570,NICHOLAS OREM MIDDLE SCHOOL,6100 EDITORS PARK DR,Hyattsville,MD,20782,NA,22,04,07,04,002,16,SCHOOL,NA,NA,NA,016-004
17,Prince George's,37271,EDMONSTON REC CENTER,5100 TANGLEWOOD DRIVE,Hyattsville,MD,20781,NA,22,04,07,04,005,16,COMMUNITY CENTER,NA,NA,NA,016-005
17,Prince George's,37087,MOUNT RAINIER ELEMENTARY SCHL,4011 32ND ST,Mount Rainier,MD,20712,47A,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-001
17,Prince George's,37088,BRENTWOOD TOWN HALL - WOHLFARTH,4300 39TH PL,Brentwood,MD,20722,47A,47,04,07,04,002,17,OTHER,NA,NA,NA,017-002
17,Prince George's,37089,LANGLEY PARK MCCORMICK ELEMENTARY SCHOOL,8201 15TH AVE,Hyattsville,MD,20783,47B,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-003
17,Prince George's,37090,THOMAS S STONE ELEMENTARY SCH,4500 34TH ST,Mount Rainier,MD,20712,47A,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-004
17,Prince George's,37762,Carole Highlands Elem Sch,1610 Hannon Street,Takoma Park,MD,20912,47B,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-005
17,Prince George's,37118,CESAR CHAVEZ ELEMENTARY SCHL,6609 RIGGS RD,Hyattsville,MD,20782,47A,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-006
17,Prince George's,37091,ROLLINGCREST CHILLUM COMM CTR,6120 SARGENT RD,Hyattsville,MD,20782,47A,47,04,07,04,002,17,COMMUNITY CENTER,NA,NA,EVC13,017-007
17,Prince George's,37383,Northwestern High School,7000 Adelphi Road,Hyattsville,MD,20782,47B,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-008
17,Prince George's,37092,MARY HARRIS MOTHER JONES ELEM,2405 TECUMSEH ST,Adelphi,MD,20783,NA,21,04,07,04,002,17,SCHOOL,NA,NA,NA,017-009
17,Prince George's,36571,LEWISDALE ELEMENTARY SCHOOL,2400 BANNING PL,Hyattsville,MD,20783,47B,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-010
17,Prince George's,36565,RIDGECREST ELEMENTARY SCHOOL,6120 RIGGS RD,Hyattsville,MD,20783,47A,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-011
17,Prince George's,37823,Mary Harris Mother Jones Elem School - Library,2405 Tecumseh ST,Adelphi,MD,20783,47B,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-012
17,Prince George's,37762,Carole Highlands Elem Sch,1610 Hannon Street,Takoma Park,MD,20912,47B,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-013
17,Prince George's,37324,The Word Of God Baptist Church,6513 Queens Chapel RD,Hyattsville,MD,20782,NA,22,04,07,04,002,17,CHURCH,NA,NA,NA,017-014
17,Prince George's,37324,The Word Of God Baptist Church,6513 Queens Chapel RD,Hyattsville,MD,20782,NA,22,04,07,04,002,17,CHURCH,NA,NA,NA,017-015
17,Prince George's,37762,Carole Highlands Elem Sch,1610 Hannon Street,Takoma Park,MD,20912,47A,47,04,07,04,002,17,SCHOOL,NA,NA,NA,017-016
17,Prince George's,37383,Northwestern High School,7000 Adelphi Road,Hyattsville,MD,20782,NA,22,04,07,04,002,17,SCHOOL,NA,NA,NA,017-017
17,Prince George's,37823,Mary Harris Mother Jones Elem School - Library,2405 Tecumseh ST,Adelphi,MD,20783,NA,21,04,07,04,002,17,SCHOOL,NA,NA,NA,017-018
17,Prince George's,37762,Carole Highlands Elem Sch,1610 Hannon Street,Takoma Park,MD,20912,NA,21,04,07,04,002,17,SCHOOL,NA,NA,NA,017-019
17,Prince George's,37324,The Word Of God Baptist Church,6513 Queens Chapel RD,Hyattsville,MD,20782,NA,21,04,07,04,002,17,CHURCH,NA,NA,NA,017-020
17,Prince George's,37093,CAPITOL HEIGHTS ELEMENTARY SCHOOL,601 SUFFOLK AVE,Capitol Heights,MD,20743,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-001
17,Prince George's,37792,Seat Pleasant Elem Sch,6411 G Street,Seat Pleasant,MD,20743,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-002
17,Prince George's,37119,CEDAR HEIGHTS COMMUNITY CTR,1200 GLEN WILLOW DR,Capitol Heights,MD,20743,47A,47,04,07,04,005,18,COMMUNITY CENTER,NA,NA,NA,018-003
17,Prince George's,37094,FRANCIS SCOTT KEY ELEMENTARY SCHOOL,2301 Scott Key Drive,District Heights,MD,20747,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-004
17,Prince George's,37095,ROBERT R GRAY ELEMENTARY SCH - M.P. ROOM,4949 ADDISON RD,Capitol Heights,MD,20743,47A,47,04,07,04,005,18,SCHOOL,NA,NA,NA,018-005
17,Prince George's,37793,Solid Rock Full Gospel Baptist Church,7711 Walker Mill DR,Capitol Heights,MD,20743,NA,25,04,07,04,006,18,CHURCH,NA,NA,NA,018-006
17,Prince George's,37096,CARMODY HILLS ELEMENTARY SCHL,401 JADELEAF AVE,Capitol Heights,MD,20743,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-007
17,Prince George's,37097,HIGHLAND PARK ELEMENTARY SCHL,6501 LOWLAND DRIVE,Landover,MD,20785,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-008
17,Prince George's,37791,Saint Margaret Catholic Sch,408 Addison RD. South,Seat Pleasant,MD,20743,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-009
17,Prince George's,37787,Peppermill Community Ctr - Gym,610 Hill Road,Landover,MD,20785,NA,24,04,07,04,007,18,COMMUNITY CENTER,NA,NA,NA,018-010
17,Prince George's,37098,BRADBURY HEIGHTS ELEMENTARY SCHL,1401 GLACIER AVE,Capitol Heights,MD,20743,NA,24,04,07,04,007,18,SCHOOL,NA,NA,NA,018-011
17,Prince George's,37778,Judith P Hoyer Early Child Ctr - Gym,2300 Belleview Avenue,Cheverly,MD,20785,47A,47,04,07,04,005,18,SCHOOL,NA,NA,NA,018-012
17,Prince George's,37325,Seat Pleasant Activity Center,5720 Addison RD,Seat Pleasant,MD,20743,NA,24,04,07,04,005,18,COMMUNITY CENTER,NA,NA,NA,018-013
17,Prince George's,37325,Seat Pleasant Activity Center,5720 Addison RD,Seat Pleasant,MD,20743,47A,47,04,07,04,005,18,COMMUNITY CENTER,NA,NA,NA,018-014
17,Prince George's,37792,Seat Pleasant Elem Sch,6411 G Street,Seat Pleasant,MD,20743,NA,24,04,07,04,005,18,SCHOOL,NA,NA,NA,018-015
17,Prince George's,37791,Saint Margaret Catholic Sch,408 Addison RD. South,Seat Pleasant,MD,20743,NA,24,04,07,04,006,18,SCHOOL,NA,NA,NA,018-016
17,Prince George's,37791,Saint Margaret Catholic Sch,408 Addison RD. South,Seat Pleasant,MD,20743,NA,25,04,07,04,007,18,SCHOOL,NA,NA,NA,018-017
17,Prince George's,37792,Seat Pleasant Elem Sch,6411 G Street,Seat Pleasant,MD,20743,47A,47,04,07,04,005,18,SCHOOL,NA,NA,NA,018-018
17,Prince George's,36573,RIVERDALE ELEMENTARY SCHOOL,5006 RIVERDALE RD,Riverdale Park,MD,20737,NA,22,04,07,04,003,19,SCHOOL,NA,NA,NA,019-001
17,Prince George's,36574,PARKDALE HIGH SCHOOL - SMALL GYM,6001 GOOD LUCK RD,Riverdale,MD,20737,NA,22,04,07,04,003,19,SCHOOL,NA,NA,NA,019-002
17,Prince George's,37099,UNIVERSITY PARK ELEMENTARY SCHOOL,4315 UNDERWOOD ST,Hyattsville,MD,20782,NA,22,04,07,04,003,19,SCHOOL,NA,NA,NA,019-003
17,Prince George's,37940,Port Towns Elementary School,4351 58th Avenue,Bladensburg,MD,20710,NA,22,04,07,04,003,19,SCHOOL,NA,NA,NA,019-004
17,Prince George's,37940,Port Towns Elementary School,4351 58th Avenue,Bladensburg,MD,20710,NA,22,04,07,04,003,19,SCHOOL,NA,NA,NA,019-005
17,Prince George's,37763,Carrollton Elementary School,8300 Quintana Street,New Carrollton,MD,20784,NA,22,04,07,04,003,20,SCHOOL,NA,NA,NA,020-001
17,Prince George's,37316,Community Bible Baptist Church,7309 Riverdale Road,Lanham,MD,20706,47A,47,04,07,04,003,20,CHURCH,NA,NA,NA,020-002
17,Prince George's,37755,Ardmore Elem Sch - Mpr,9301 Ardwick Ardmore RD,Upper Marlboro,MD,20774,NA,24,04,07,04,005,20,SCHOOL,NA,NA,NA,020-003
17,Prince George's,37100,THOMAS JOHNSON MID SCH  - M/P RM,5401 BARKER PL,Lanham,MD,20706,NA,24,04,07,04,005,20,SCHOOL,NA,NA,NA,020-004
17,Prince George's,37789,Robert Frost Elementary School,6419 85th AVE,New Carrollton,MD,20784,NA,22,04,07,04,003,20,SCHOOL,NA,NA,NA,020-005
17,Prince George's,37819,Charles Carroll Middle School - Cafeteria,6130 Lamont Drive,New Carrollton,MD,20784,NA,22,04,07,04,003,20,SCHOOL,NA,NA,NA,020-006
17,Prince George's,37772,Glenarden Woods Elem Sch - Mpr,7801 Glenarden PKY,Glenarden,MD,20706,NA,24,04,07,04,005,20,SCHOOL,NA,NA,NA,020-007
17,Prince George's,36678,SEABROOK ELEMENTARY SCHOOL,6001 SEABROOK RD,Seabrook,MD,20706,NA,24,04,07,04,003,20,SCHOOL,NA,NA,NA,020-008
17,Prince George's,36590,GLENN DALE ELEMENTARY SCHOOL,6700 GLENN DALE RD,Glenn Dale,MD,20769,NA,24,04,07,04,004,20,SCHOOL,NA,NA,NA,020-009
17,Prince George's,36677,GOOD LUCK COMMUNITY CENTER,8601 GOOD LUCK RD,Lanham,MD,20706,NA,24,04,07,04,003,20,COMMUNITY CENTER,NA,NA,NA,020-010
17,Prince George's,36968,MOUNT CALVARY BAPTIST CHURCH,5120 WHITFIELD CHAPEL RD,Lanham,MD,20706,NA,22,04,07,04,005,20,CHURCH,NA,NA,NA,020-011
17,Prince George's,37272,United Baptist Church,7701 Riverdale RD.,New Carrollton,MD,20784,NA,22,04,07,04,003,20,CHURCH,NA,NA,NA,020-012
17,Prince George's,37273,GRACE PRESBYTERIAN CHURCH,5924 PRINCESS GARDEN PARKWAY,Lanham,MD,20706,NA,22,04,07,04,003,20,CHURCH,NA,NA,NA,020-013
17,Prince George's,37316,Community Bible Baptist Church,7309 Riverdale Road,Lanham,MD,20706,NA,22,04,07,04,003,20,CHURCH,NA,NA,NA,020-014
17,Prince George's,37272,United Baptist Church,7701 Riverdale RD.,New Carrollton,MD,20784,NA,22,04,07,04,003,20,CHURCH,NA,NA,NA,020-015
17,Prince George's,37783,Lincoln Vista Comm Bldg,9800 Ridge ST,Lanham,MD,20706,NA,22,04,07,04,005,20,COMMUNITY CENTER,NA,NA,NA,020-016
17,Prince George's,37773,Glenn Dale Comm Ctr,11901 Glenn Dale BLVD,Glenn Dale,MD,20769,NA,24,04,07,04,005,20,COMMUNITY CENTER,NA,NA,NA,020-017
17,Prince George's,37326,JUDGE SYLVANIA WOODS SR. ELEMENTARY SCHOOL - CAF,3000 CHRUCH STREET,Glenarden,MD,20706,NA,22,04,07,04,005,20,SCHOOL,NA,NA,NA,020-018
17,Prince George's,37795,St Mathias The Apostle Catholic Church - Friendship Hall,9473 Annapolis RD,Lanham,MD,20706,NA,24,04,07,04,003,20,CHURCH,NA,NA,NA,020-019
17,Prince George's,37783,Lincoln Vista Comm Bldg,9800 Ridge ST,Lanham,MD,20706,NA,24,04,07,04,003,20,COMMUNITY CENTER,NA,NA,NA,020-020
17,Prince George's,37795,St Mathias The Apostle Catholic Church - Friendship Hall,9473 Annapolis RD,Lanham,MD,20706,NA,24,04,07,04,003,20,CHURCH,NA,NA,NA,020-021
17,Prince George's,37763,Carrollton Elementary School,8300 Quintana Street,New Carrollton,MD,20784,NA,24,04,07,04,003,20,SCHOOL,NA,NA,NA,020-022
17,Prince George's,37755,Ardmore Elem Sch - Mpr,9301 Ardwick Ardmore RD,Upper Marlboro,MD,20774,NA,24,05,07,04,005,20,SCHOOL,NA,NA,NA,020-023
17,Prince George's,37772,Glenarden Woods Elem Sch - Mpr,7801 Glenarden PKY,Glenarden,MD,20706,NA,22,04,07,04,005,20,SCHOOL,NA,NA,NA,020-024
17,Prince George's,37783,Lincoln Vista Comm Bldg,9800 Ridge ST,Lanham,MD,20706,NA,24,04,07,04,005,20,COMMUNITY CENTER,NA,NA,NA,020-025
17,Prince George's,37101,PAINT BRANCH ELEMENTARY SCHL,5101 PIERCE AVE,College Park,MD,20740,NA,21,04,07,04,003,21,SCHOOL,NA,NA,NA,021-001
17,Prince George's,36567,UNIVERSITY OF MARYLAND RITCHIE COLISEUM,ROUTE 1 & ROSSBOROUGH LANE,College Park,MD,20742,NA,21,04,07,04,003,21,SCHOOL,NA,NA,NA,021-002
17,Prince George's,36584,GREENBELT COMMUNITY CENTER,15 CRESCENT RD,Greenbelt,MD,20770,NA,22,04,07,04,004,21,COMMUNITY CENTER,NA,NA,NA,021-003
17,Prince George's,36568,HOLLYWOOD ELEMENTARY SCHOOL,9811 49TH AVE,College Park,MD,20740,NA,21,04,07,04,001,21,SCHOOL,NA,NA,NA,021-004
17,Prince George's,36563,BUCK LODGE MIDDLE SCHOOL,2611 BUCK LODGE RD,Adelphi,MD,20783,47B,47,04,07,04,002,21,SCHOOL,NA,NA,NA,021-005
17,Prince George's,36585,GREENBELT ELEMENTARY SCHOOL,66 RIDGE RD,Greenbelt,MD,20770,NA,22,04,07,04,004,21,SCHOOL,NA,NA,NA,021-006
17,Prince George's,37102,BERWYN HEIGHTS ELEMENTARY SCH,6200 PONTIAC ST,Berwyn Heights,MD,20740,NA,22,04,07,04,003,21,SCHOOL,NA,NA,NA,021-007
17,Prince George's,37103,SPRINGHILL LAKE ELEMENTARY SCHL,6060 SPRINGHILL DR,Greenbelt,MD,20770,NA,22,04,07,04,004,21,SCHOOL,NA,NA,NA,021-008
17,Prince George's,37821,Greenbelt Middle School - Gym,6301 Breezewood Drive,Greenbelt,MD,20770,NA,22,04,07,04,004,21,SCHOOL,NA,NA,NA,021-009
17,Prince George's,37105,COLLEGE PK UNITED METHOD CHURCH,9601 RHODE ISLAND AVE,College Park,MD,20740,NA,21,04,07,04,001,21,CHURCH,NA,NA,NA,021-010
17,Prince George's,36586,MAGNOLIA ELEMENTARY SCHOOL,8400 NIGHTINGALE DR,Lanham,MD,20706,NA,22,04,07,04,003,21,SCHOOL,NA,NA,NA,021-011
17,Prince George's,37794,St Mark The Evangelist Church - Gym,7501 Adelphi Road,Hyattsville,MD,20783,NA,22,04,07,04,003,21,CHURCH,NA,NA,NA,021-012
17,Prince George's,36587,ELEANOR ROOSEVELT HIGH SCHOOL,7601 HANOVER PKY,Greenbelt,MD,20770,NA,22,04,07,04,004,21,SCHOOL,NA,NA,NA,021-013
17,Prince George's,36564,Hillandale Baptist Church,2601 Powder Mill Road,Adelphi,MD,20783,47B,47,04,07,04,001,21,CHURCH,NA,NA,NA,021-014
17,Prince George's,37907,Adelphi Elem Sch,9000 25th AVE,Adelphi,MD,20783,NA,21,04,07,04,003,21,SCHOOL,NA,NA,NA,021-015
17,Prince George's,36588,LAMONT ELEMENTARY SCHOOL,7101 GOOD LUCK RD,New Carrollton,MD,20784,NA,22,04,07,04,003,21,SCHOOL,NA,NA,NA,021-016
17,Prince George's,37797,Univ Of Md/Stamp Student Union Bldg,3972 Campus Drive,College Park,MD,20742,NA,21,04,07,04,003,21,SCHOOL,NA,NA,NA,021-017
17,Prince George's,37384,TRINITY ASSEMBLY OF GOD,7800 GOOD LUCK RD,Lanham,MD,20706,NA,22,04,07,04,004,21,CHURCH,NA,NA,NA,021-018
17,Prince George's,37794,St Mark The Evangelist Church - Gym,7501 Adelphi Road,Hyattsville,MD,20783,NA,22,04,07,04,003,21,CHURCH,NA,NA,NA,021-019
17,Prince George's,37794,St Mark The Evangelist Church - Gym,7501 Adelphi Road,Hyattsville,MD,20783,NA,21,04,07,04,003,21,CHURCH,NA,NA,NA,021-020
17,Prince George's,36564,Hillandale Baptist Church,2601 Powder Mill Road,Adelphi,MD,20783,NA,21,04,07,04,001,21,CHURCH,NA,NA,NA,021-021
17,Prince George's,36564,Hillandale Baptist Church,2601 Powder Mill Road,Adelphi,MD,20783,47B,47,08,07,04,001,21,CHURCH,NA,NA,NA,021-022
17,Prince George's,37263,UPPER MARLBORO COMMUNITY CENTER,5400 MARLBORO RACE TRACK RD.,Upper Marlboro,MD,20772,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-1,EVC
17,Prince George's,37264,COLLEGE PK COMMUNITY CENTER,5051 PIERCE AVE,College Park,MD,20740,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-2,EVC
17,Prince George's,37265,BOWIE GYMNASIUM,4100 NORTHVIEW DR,Bowie,MD,20716,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-3,EVC
17,Prince George's,37266,WAYNE K. CURRY SPORTS & LEARNING,8001 SHERIFF RD.,Landover,MD,20785,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-4,EVC
17,Prince George's,37350,SOUTHERN REGIONAL TECH AND REC CTR,7007 BOCK ROAD,Fort Washington,MD,20744,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-5,EVC
17,Prince George's,37348,Laurel-Beltsville Senior Center,7120 Contee Road,Laurel,MD,20702,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-6,EVC
17,Prince George's,37349,SUITLAND COMMUNITY PARK SCH CTR,5600 REGENCY LANE,Forestville,MD,20747,NA,NA,NA,NA,NA,NA,NA,SCHOOL,NA,NA,EVC-8,EVC
17,Prince George's,37941,Life Covenant Christian Ministries,15522 Livingston RD,Accokeek,MD,20607,NA,NA,NA,NA,NA,NA,NA,CHURCH,NA,NA,EVC-9,EVC
17,Prince George's,37385,KENTLAND COMMUNITY CENTER,2413 PINEBROOK AVENUE,Landover,MD,20785,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC11,EVC11
17,Prince George's,37800,SOUTHERN AREA AQUATIC AND RECREATION COMPLEX,13601 MISSOURI AVE,BRANDYWINE,MD,20613,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC12,EVC12
17,Prince George's,37091,ROLLINGCREST CHILLUM COMM CTR,6120 SARGENT RD,Hyattsville,MD,20782,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC13,EVC13
18,Queen Anne's,36608,Sudlersville Senior Center,605 Foxxtown Drive,Sudlersville,MD,21668,NA,36,01,02,01,NA,01,COMMUNITY CENTER,NA,NA,NA,001-001
18,Queen Anne's,36609,Church Hill Elementary School,631 Main Street,Church Hill,MD,21623,NA,36,01,02,01,NA,02,SCHOOL,NA,NA,NA,002-001
18,Queen Anne's,37232,Centreville Elementary School,213 Homewood Avenue,Centreville,MD,21617,NA,36,01,02,01,NA,03,SCHOOL,NA,NA,NA,003-002
18,Queen Anne's,36610,Kent Island High School,900 Love Point Road,Stevensville,MD,21666,NA,36,01,02,01,NA,04,SCHOOL,NA,NA,NA,004-001
18,Queen Anne's,37603,Kent Island Vol Fire Dept,1610 Main ST,Chester,MD,21619,NA,36,01,02,01,NA,04,FIRE STATION,NA,NA,EVC-2,004-002
18,Queen Anne's,37226,Matapeake Elementary School,651 Romancoke Road,Stevensville,MD,21666,NA,36,01,02,01,NA,04,SCHOOL,NA,NA,NA,004-003
18,Queen Anne's,37233,United Communities V. F. D.,9406 Romancoke Road,Stevensville,MD,21666,NA,36,01,02,01,NA,04,FIRE STATION,NA,NA,NA,004-006
18,Queen Anne's,37602,Chesapeake College,1000 College Circle,Wye Mills,MD,21679,NA,36,01,02,01,NA,05,SCHOOL,NA,NA,NA,005-001
18,Queen Anne's,36919,Grasonville Elementary  School,5435 Main Street,Grasonville,MD,21638,NA,36,01,02,01,NA,05,SCHOOL,NA,NA,NA,005-002
18,Queen Anne's,37372,Queen Anne's Office Building Conference Room,110 Vincit Street,Centreville,MD,21617,NA,36,01,02,01,NA,06,OTHER,NA,NA,EVC-1,006-001
18,Queen Anne's,36842,Crumpton Fire House,300 3rd Street,Crumpton,MD,21628,NA,36,01,02,01,NA,07,FIRE STATION,NA,NA,NA,007-001
18,Queen Anne's,37372,Queen Anne's Office Building Conference Room,110 Vincit Street,Centreville,MD,21617,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-1,EVC
18,Queen Anne's,37603,Kent Island Vol Fire Dept,1610 Main ST,Chester,MD,21619,NA,NA,NA,NA,NA,NA,NA,FIRE STATION,NA,NA,EVC-2,EVC
19,Saint Mary's,37817,Spring Ridge Middle School,19856 Three Notch RD,Lexington Park,MD,20653,29B,29,05,07,05,NA,01,SCHOOL,NA,NA,NA,001-001
