id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
105072032,THU THAO T LUONG,thu-thao-t-luong-9481378400,4600,WV,80 RETAIL COMMONS PWY,MARTINSBURG,25403,812113,Sole Proprietorship,Asian,Female Owned,Non-Veteran,NA,1,2021-02-17,Itria Ventures LLC,WV-02,NA,NA,NA,9481378400,390,PPP,Exemption 4,60,100,4600,4600,0,NA,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403,NA,4600,NA,NA,NA,NA,NA,New York,NY,NA,529471,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105072273,JAMES CASAVECHIA,james-casavechia-5017398404,4375,WV,453 Sulphur Springs Rd,Inwood,25428-3541,561790,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-02-07,United Bank,WV-02,NA,NA,NA,5017398404,390,PPS,Exemption 4,60,100,4375,4375,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3541,1,4372,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105047508,JAYDEE'S FAMILY FUN CENTER LLC,jaydee-s-family-fun-center-llc-4770888709,100157.5,WV,2332 Henshaw Rd,Inwood,25428-3665,713110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,40,2021-04-01,"CNB Bank, Inc.",WV-02,NA,NA,NA,4770888709,390,PPS,Exemption 4,60,100,100157.5,100157.5,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3665,1,100154.5,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105050686,ERNESTO H AGBAYANI MD PLLC,ernesto-h-agbayani-md-pllc-5424907000,56400,WV,155 HEALTH CARE LN,MARTINSBURG,25401-4008,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,5,2020-04-05,United Bank,WV-02,NA,NA,NA,5424907000,390,PPP,Paid in Full,24,100,56400,56400,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-4008,NA,56400,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,N,NA,NA,NA,Unknown/NotStated,56890.37,2021-03-01
105054124,MED-FAST PHARMACY LLC,med-fast-pharmacy-llc-5438397101,34700,WV,1311 EDWIN MILLER BLVD,MARTINSBURG,25404-3703,446110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,3,2020-04-13,United Bank,WV-02,NA,NA,NA,5438397101,390,PPP,Paid in Full,24,100,34700,34700,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-3703,NA,34700,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,N,NA,NA,NA,Unknown/NotStated,35007.48,2021-03-11
105054128,TIMOTHY R PROCITA,timothy-r-procita-8338337003,34700,WV,310 RENAISSANCE DR,MARTINSBURG,25403-1203,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,3,2020-04-08,Bank of Charles Town,WV-02,NA,NA,NA,8338337003,390,PPP,Paid in Full,24,100,41400,34700,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403-1203,NA,34700,NA,NA,NA,NA,NA,CHARLES TOWN,WV,2020-12-19,75098,NA,N,NA,NA,NA,Unknown/NotStated,34899.52,2020-11-12
105063434,NANDOS EXTERIOR CLEANING,nandos-exterior-cleaning-9775127906,14868,WV,806 Marquette Drive,MARTINSBURG,25401-7399,561790,Corporation,Unanswered,Unanswered,Unanswered,NA,2,2020-06-20,"Kabbage, Inc.",WV-02,NA,NA,NA,9775127906,390,PPP,Exemption 4,60,100,14868,14868,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,R,N,New Business or 2 years or less,MARTINSBURG,BERKELEY,WV,25401-7399,NA,14868,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,N,NA,NA,NA,Unknown/NotStated,14944.99,2021-01-04
105073554,TANYA PALMER,tanya-palmer-6301018604,3265,WV,2881 Winchester Ave,Martinsburg,25405-5794,561730,Sole Proprietorship,White,Female Owned,Non-Veteran,NA,1,2021-03-23,Fountainhead SBF LLC,WV-02,NA,NA,NA,6301018604,390,PPS,Exemption 4,60,100,3265,3265,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5794,NA,3265,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105050486,MILESTONE SOLAR CONSULTANTS LLC,milestone-solar-consultants-llc-7047708510,58420,WV,730 Lockhouse Rd Falling Waters Wv 25419,Falling Waters,25419-4722,221114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,6,2021-03-05,First United Bank & Trust,WV-02,NA,NA,NA,7047708510,390,PPS,Exemption 4,60,100,58420,58420,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Falling Waters,BERKELEY,WV,25419-4722,1,58417,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105069443,ANTHONY WILLIAMS,anthony-williams-7591378707,6998,WV,49 Flagstaff Cir,Martinsburg,25405-5703,492110,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-06,Fountainhead SBF LLC,WV-02,NA,NA,NA,7591378707,390,PPP,Exemption 4,60,100,6998,6998,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5703,NA,6998,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105051032,MAGNOLIA FAMILY MEDICINE LLC,magnolia-family-medicine-llc-6541767010,53500,WV,3 Ceritos Trail,MARTINSBURG,25403,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,6,2020-04-07,"CNB Bank, Inc.",WV-02,NA,NA,NA,6541767010,390,PPP,Paid in Full,24,100,53500,53500,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403-0001,3500,45000,NA,5000,NA,NA,NA,BERKELEY SPRINGS,WV,2021-01-08,74975,NA,N,NA,NA,NA,Unknown/NotStated,53848.85,2020-12-08
105056146,HERITAGE FOODS INC,heritage-foods-inc-2541477302,26600,WV,1325 Edwin Miller Boulevard,MARTINSBURG,25404-0001,722511,Corporation,Unanswered,Unanswered,Unanswered,NA,8,2020-04-29,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,2541477302,390,PPP,Paid in Full,24,100,26600,26600,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,Unanswered,MARTINSBURG,BERKELEY,WV,25404-0001,NA,26600,NA,NA,NA,NA,NA,CHARLOTTE,NC,2021-06-17,225134,NA,N,NA,NA,NA,Unknown/NotStated,26879.3,2021-05-24
105064462,DANIELLE STANLEY,danielle-stanley-2947548807,13171,WV,76 Catch Release Ct,Inwood,25428-3220,454390,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-13,Fountainhead SBF LLC,WV-02,NA,NA,NA,2947548807,390,PPP,Exemption 4,60,100,13171,13171,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,Y,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3220,NA,13171,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105049806,"B & B HEATING & AIR, INC",b-b-heating-air-inc-2481897100,65000,WV,347 Doe Run Road,INWOOD,25428-5323,238220,Corporation,White,Male Owned,Unanswered,NA,9,2020-04-10,City National Bank of West Virginia,WV-02,NA,NA,NA,2481897100,390,PPP,Paid in Full,24,100,65000,65000,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,N,Existing or more than 2 years old,INWOOD,BERKELEY,WV,25428-5323,5000,56190,NA,3000,NA,810,NA,CHARLESTON,WV,2021-03-18,74995,NA,N,NA,NA,NA,Not Hispanic or Latino,65550.69,2021-02-17
105050724,SJLC MUSTARD SEED,sjlc-mustard-seed-8323027001,56100,WV,101 WMARTIN ST STE B,MARTINSBURG,25401-3309,624410,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,TRUE,16,2020-04-08,Bank of Charles Town,WV-02,NA,NA,NA,8323027001,390,PPP,Exemption 4,24,100,56100,56100,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-3309,NA,56100,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105053794,"DIABETES, ENDOCRINOLOGY & LIPIDOLOGY CENTER, INC.",diabetes-endocrinology-lipidology-center-inc-5709098006,36200,WV,2011 PROFESSIONAL CT,MARTINSBURG,25401-8808,621111,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,4,2020-06-29,United Bank,WV-02,NA,NA,NA,5709098006,390,PPP,Exemption 4,60,100,36200,36200,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-8808,NA,36200,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,Y,NA,NA,NA,Not Hispanic or Latino,36546.92,2021-06-24
105056369,DI COLA CORPORATION II,di-cola-corporation-ii-9973338406,25766,WV,5724 Hammonds Mill Rd Ste A,Martinsburg,25404-6476,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,8,2021-02-18,United Bank,WV-02,NA,NA,NA,9973338406,390,PPS,Exemption 4,60,100,25766,25766,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-6476,NA,25766,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105058601,PATRICK DURBIN,patrick-durbin-4732069008,20833,WV,24 Shiraz Cir,Martinsburg,25405-3642,423120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-20,"Capital Plus Financial, LLC",WV-02,NA,NA,NA,4732069008,390,PPP,Exemption 4,60,100,20833,20833,0,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-3642,NA,20833,NA,NA,NA,NA,NA,Bedford,TX,NA,529472,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105062858,PRO GREEN PEST & LAWN SERVICES LLC,pro-green-pest-lawn-services-llc-3819527304,15700,WV,6667 WINCHESTER AVE,INWOOD,25428-4129,561710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,5,2020-04-29,Bank of Charles Town,WV-02,NA,NA,NA,3819527304,390,PPP,Paid in Full,24,100,15700,15700,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Unanswered,INWOOD,BERKELEY,WV,25428-4129,NA,15700,NA,NA,NA,NA,NA,CHARLES TOWN,WV,2021-06-24,75098,NA,N,NA,NA,NA,Unknown/NotStated,15863.98,2021-05-20
105065052,EDT SERVICES LLC,edt-services-llc-1289317107,12300,WV,2249 HENSHAW RD,INWOOD,25428-3661,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,3,2020-04-10,Bank of Charles Town,WV-02,NA,NA,NA,1289317107,390,PPP,Exemption 4,24,100,12300,12300,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,New Business or 2 years or less,INWOOD,BERKELEY,WV,25428-3661,NA,12300,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,12444.18,2021-06-17
105073167,KARELL JIMENEZ WILLIAMS,karell-jimenez-williams-5197249005,3603,WV,49 Flagstaff Cir,Martinsburg,25405-5703,531390,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-05-21,"Capital Plus Financial, LLC",WV-02,NA,NA,NA,5197249005,390,PPP,Exemption 4,60,100,3603,3603,0,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5703,NA,3603,NA,NA,NA,NA,NA,Bedford,TX,NA,529472,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105058403,KANDI MARSHALL,kandi-marshall-2510138810,20833,WV,55 Escalade Ln,Martinsburg,25403-7672,531390,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-12,Fountainhead SBF LLC,WV-02,NA,NA,NA,2510138810,390,PPP,Exemption 4,60,100,20833,20833,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-7672,NA,20833,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105073005,ROBERT ROBERTS,robert-roberts-3416518303,3750,WV,72 Vivian Dr,Inwood,25428-4055,811118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-01-22,First United Bank & Trust,WV-02,NA,NA,NA,3416518303,390,PPS,Exemption 4,60,100,3750,3750,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4055,1,3748,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
94298277,BOYD & STEPHEN-HASSARD DDS PLLC,boyd-stephen-hassard-dds-pllc-9372098509,197564,WV,1003 Sushruta Dr,Martinsburg,25401-8876,621210,Corporation,Unanswered,Unanswered,Unanswered,NA,14,2021-03-12,United Bank,WV-02,NA,NA,NA,9372098509,390,PPS,Exemption 4,60,100,197564,197564,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-8876,1,197561,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105050595,"GLENGARY FARM TRUCKING, LLC",glengary-farm-trucking-llc-6237017210,57200,WV,"786 SAWMILL RD,",HEDGESVILLE,25427,484220,Corporation,Unanswered,Unanswered,Unanswered,NA,7,2020-04-27,Navy FCU,WV-02,NA,NA,NA,6237017210,390,PPP,Exemption 4,24,100,57200,57200,0,NA,93956,Navy FCU,820 Follin Ln,VIENNA,VA,22180-4907,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-0001,NA,57200,NA,NA,NA,NA,NA,VIENNA,VA,NA,93956,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105069580,DOREANE MOSSER,doreane-mosser-3245428806,6830,WV,2986 Winchester Ave,Martinsburg,25405-2444,531210,Self-Employed Individuals,White,Female Owned,Unanswered,NA,1,2021-04-14,City National Bank of West Virginia,WV-02,NA,NA,NA,3245428806,390,PPS,Exemption 4,60,100,6830,6830,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-2444,NA,6830,NA,NA,NA,NA,NA,CHARLESTON,WV,NA,74995,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105060289,SUMMIT TERRAGRAPHICS INC.,summit-terragraphics-inc-7695288306,20387,WV,2508 Whitings Neck Rd,Martinsburg,25404-0513,541360,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,3,2021-01-28,Manufacturers and Traders Trust Company,WV-02,NA,NA,NA,7695288306,390,PPS,Exemption 4,60,100,20387,20387,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-0513,NA,20387,NA,NA,NA,NA,NA,BUFFALO,NY,NA,46391,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105069086,KS CAFETERIA,ks-cafeteria-1375768410,7350,WV,1997 Kelly Island Rd,Martinsburg,25405-2867,722514,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2021-02-01,Bank of Charles Town,WV-02,NA,NA,NA,1375768410,390,PPS,Exemption 4,60,100,7350,7350,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-2867,1,7346,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105052446,"CONNECTIONS COMMUNITY CHURCH, INC",connections-community-church-inc-5318547202,43200,WV,303 TRUE APPLE WAY,INWOOD,25428-3708,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,5,2020-04-27,United Bank,WV-02,NA,NA,NA,5318547202,390,PPP,Paid in Full,24,100,43200,43200,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Unanswered,INWOOD,BERKELEY,WV,25428-3708,NA,43200,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,N,NA,NA,NA,Unknown/NotStated,43573.2,2021-03-11
105065597,"DOCIT SOLUTIONS, LLC",docit-solutions-llc-5951307206,11600,WV,194 Statice Drive,HEDGESVILLE,25427-7311,518210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2020-04-27,United Bank,WV-02,NA,NA,NA,5951307206,390,PPP,Paid in Full,24,100,11600,11600,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-7311,NA,11600,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,N,NA,NA,NA,Unknown/NotStated,11699.57,2021-03-10
105068942,STEVEN R. HEDRICK,steven-r-hedrick-6263588304,7500,WV,267 Breakaway Dr,Hedgesville,25427-5158,236118,Independent Contractors,White,Male Owned,Non-Veteran,NA,1,2021-01-26,Manufacturers and Traders Trust Company,WV-02,NA,NA,NA,6263588304,390,PPP,Exemption 4,60,100,7500,7500,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-5158,NA,7500,NA,NA,NA,NA,NA,BUFFALO,NY,NA,46391,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105055977,CARLINK USED AUTO SALES LLC,carlink-used-auto-sales-llc-9853407304,27250,WV,998 CHESHIRE RD,BUNKER HILL,25413,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,2,2020-05-03,"Bank of America, National Association",WV-02,NA,NA,NA,9853407304,390,PPP,Exemption 4,24,100,27250,27250,0,NA,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,R,N,Existing or more than 2 years old,BUNKER HILL,BERKELEY,WV,25413-0001,NA,27250,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,9551,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105059795,HOWARD KRONTHAL,howard-kronthal-5209907204,20800,WV,3096 HAMPSHIRE GRADE RD,HEDGESVILLE,25427-7174,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2020-04-27,United Bank,WV-02,NA,NA,NA,5209907204,390,PPP,Exemption 4,24,100,20800,20800,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-7174,NA,20800,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105074092,PHOTOGRAPHY BY LINDSAY,photography-by-lindsay-7410798804,2849.57,WV,541 Reliance Rd,Martinsburg,25403-8355,541921,Partnership,Unanswered,Unanswered,Unanswered,NA,2,2021-04-21,"CNB Bank, Inc.",WV-02,NA,NA,NA,7410798804,390,PPP,Exemption 4,60,100,2849.57,2849.57,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-8355,1,2847.57,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105046698,KENNETH L BANKS DDS,kenneth-l-banks-dds-3304908406,120205,WV,4325 Gerrardstown Rd,Inwood,25428-3449,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,12,2021-02-04,United Bank,WV-02,NA,NA,NA,3304908406,390,PPS,Exemption 4,60,100,120205,120205,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3449,NA,120205,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105059508,JULIAN RICHARDSON,julian-richardson-8093319001,20832,WV,43 Gemini Ct,Martinsburg,25404-5399,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-27,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,8093319001,390,PPP,Active Un-Disbursed,60,100,20832,20832,20832,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-5399,1,20830,NA,NA,NA,NA,NA,Phoenix,AZ,2021-05-27,188361,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105052239,"LEMEN ENTERPRISES, INC.",lemen-enterprises-inc-4677137205,44600,WV,1015 N. Queen St.,Martinsburg,25404,445299,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,21,2020-04-27,First United Bank & Trust,WV-02,NA,NA,NA,4677137205,390,PPP,Paid in Full,24,100,44600,44600,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-0001,NA,44600,NA,NA,NA,NA,NA,OAKLAND,MD,2021-04-17,30767,NA,Y,NA,NA,NA,Unknown/NotStated,44991.49,2021-03-18
105060238,GLEN DUGAN,glen-dugan-9485668510,20455.83,WV,88 Katie Ct,Bunker Hill,25413-3469,238910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-12,United Bank,WV-02,NA,NA,NA,9485668510,390,PPP,Exemption 4,60,100,20455.83,20455.83,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413-3469,NA,20455.83,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105066112,IN BALANCE BOOKKEEPERS,in-balance-bookkeepers-4804108403,10881,WV,374 Foster Dr,Falling Waters,25419-4542,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2021-02-06,Customers Bank,WV-02,NA,NA,NA,4804108403,390,PPS,Exemption 4,60,100,10881,10881,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,R,N,Existing or more than 2 years old,Falling Waters,BERKELEY,WV,25419-4542,1,10879,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,NA,121536,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105073450,BROOKE ASHLEY MAKEUP MUSE LLC,brooke-ashley-makeup-muse-llc-9347988601,3358.75,WV,164 Drexel Ct,Martinsburg,25404-1107,812199,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,1,2021-03-25,United Bank,WV-02,NA,NA,NA,9347988601,390,PPP,Exemption 4,60,100,3358.75,3358.75,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-1107,NA,3358.75,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105067450,JIM'S AUTO & TIRE SERVICE INC,jim-s-auto-tire-service-inc-2928677210,9200,WV,3396 WINCHESTER AVE,MARTINSBURG,25405-2451,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,2,2020-04-16,Bank of Charles Town,WV-02,NA,NA,NA,2928677210,390,PPP,Exemption 4,24,100,9200,9200,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25405-2451,NA,9200,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
