end_date,election_type,result_type,special,office,district,name_raw,party,jurisdiction,votes,year,election_day,absentee,provisional,second_absentee
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Martin Elborn,REP,Queen Anne's,527,2018,326,9,8,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Andy Harris,REP,Queen Anne's,3952,2018,2620,61,40,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Lamont Taylor,REP,Queen Anne's,176,2018,120,3,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,36,"Stephen S. Hershey, Jr.",REP,Queen Anne's,4183,2018,2758,58,41,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jeff Ghrist,REP,Queen Anne's,2623,2018,1731,38,18,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,"Michael D. Smigiel, Jr.",REP,Queen Anne's,853,2018,537,11,9,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jay A. Jacobs,REP,Queen Anne's,2737,2018,1810,45,18,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Steven James Arentz,REP,Queen Anne's,3031,2018,1995,51,22,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Rick Bowers,REP,Queen Anne's,1391,2018,918,18,17,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Wick Dudley,REP,Queen Anne's,1270,2018,814,18,22,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Somerset,117,2018,80,0,0,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Somerset,45,2018,34,0,0,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Somerset,271,2018,186,0,0,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Somerset,70,2018,51,0,0,7
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Somerset,59,2018,34,0,0,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Somerset,25,2018,17,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Somerset,39,2018,23,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Somerset,227,2018,153,0,0,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Somerset,79,2018,52,0,0,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Somerset,862,2018,585,0,0,45
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Somerset,802,2018,541,0,0,46
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Somerset,764,2018,513,0,0,39
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Somerset,21,2018,18,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Somerset,93,2018,65,0,0,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Somerset,31,2018,18,0,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Somerset,22,2018,18,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Somerset,23,2018,13,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Somerset,43,2018,28,0,0,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Somerset,22,2018,15,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Brown,DEM,Somerset,190,2018,125,0,0,15
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Jesse Colvin,DEM,Somerset,393,2018,285,0,0,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Allison Galbraith,DEM,Somerset,176,2018,103,0,0,13
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Erik Lane,DEM,Somerset,33,2018,27,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Pullen,DEM,Somerset,104,2018,63,0,0,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Steve Worton,DEM,Somerset,39,2018,26,0,0,6
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,38,Jim Mathias,DEM,Somerset,921,2018,629,0,0,48
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,38A,"Kirkland J. Hall, Sr.",DEM,Somerset,828,2018,574,0,0,43
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Somerset,1655,2018,1113,0,0,59
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Somerset,1125,2018,778,0,0,42
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Somerset,1288,2018,884,0,0,45
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Somerset,499,2018,351,0,0,12
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Somerset,317,2018,209,0,0,11
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Somerset,24,2018,21,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Somerset,16,2018,12,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Somerset,75,2018,51,0,0,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Somerset,186,2018,127,0,0,5
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Somerset,21,2018,17,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Somerset,24,2018,19,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Somerset,47,2018,34,0,0,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Somerset,88,2018,62,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Somerset,32,2018,20,0,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Martin Elborn,REP,Somerset,141,2018,105,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Andy Harris,REP,Somerset,1593,2018,1068,0,0,60
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Lamont Taylor,REP,Somerset,68,2018,51,0,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,38,Mary Beth Carozza,REP,Somerset,1480,2018,1018,0,0,46
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,38A,Charles James Otto,REP,Somerset,1604,2018,1095,0,0,58
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,St. Mary's,1295,2018,920,59,20,12
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,St. Mary's,155,2018,119,9,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,St. Mary's,1384,2018,1053,22,29,18
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,St. Mary's,126,2018,105,4,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,St. Mary's,404,2018,315,18,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,St. Mary's,224,2018,155,14,5,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,St. Mary's,163,2018,132,5,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,St. Mary's,302,2018,222,10,2,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,St. Mary's,757,2018,525,19,13,7
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,St. Mary's,4278,2018,3145,152,61,36
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,St. Mary's,4158,2018,3036,150,67,37
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,St. Mary's,3746,2018,2706,127,49,44
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,St. Mary's,101,2018,71,5,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,St. Mary's,339,2018,266,9,11,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,St. Mary's,248,2018,195,9,5,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,St. Mary's,152,2018,116,7,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,St. Mary's,127,2018,96,9,0,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,St. Mary's,233,2018,176,11,5,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,St. Mary's,118,2018,99,4,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,Dennis L. Fritz,DEM,St. Mary's,953,2018,727,40,15,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,Steny H. Hoyer,DEM,St. Mary's,4322,2018,3170,148,63,46
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,29,Thomas Brewer,DEM,St. Mary's,4002,2018,2935,140,57,35
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,29A,Roberta Miles Loker,DEM,St. Mary's,1586,2018,1121,81,14,12
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,29B,Brian M. Crosby,DEM,St. Mary's,1660,2018,1304,38,33,14
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,29C,Julia  Margaret Nichols,DEM,St. Mary's,928,2018,646,28,6,13
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,St. Mary's,5766,2018,4451,98,75,26
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,St. Mary's,4541,2018,3491,77,55,19
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,St. Mary's,4741,2018,3634,78,58,20
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,St. Mary's,1056,2018,825,26,14,6
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,St. Mary's,2840,2018,2120,39,32,9
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,St. Mary's,91,2018,67,0,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,St. Mary's,53,2018,39,2,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,St. Mary's,153,2018,122,4,3,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,St. Mary's,573,2018,474,13,6,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,St. Mary's,50,2018,43,1,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,St. Mary's,48,2018,40,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,St. Mary's,99,2018,75,2,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,St. Mary's,188,2018,163,1,4,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,St. Mary's,68,2018,55,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,"William A. Devine, III",REP,St. Mary's,2583,2018,1966,48,28,12
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,Johnny Rice,REP,St. Mary's,2076,2018,1621,32,23,10
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,29,Jack Bailey,REP,St. Mary's,3569,2018,2818,57,41,14
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,29,Steve Waugh,REP,St. Mary's,2541,2018,1879,44,41,11
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,29A,Matt Morgan,REP,St. Mary's,2446,2018,1884,53,20,10
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,29B,Deb Rey,REP,St. Mary's,1413,2018,1128,19,23,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,29C,Gerald W. Jerry Clark,REP,St. Mary's,1257,2018,937,12,14,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Talbot,577,2018,286,15,7,17
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Talbot,83,2018,48,2,2,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Talbot,1414,2018,754,28,23,22
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Talbot,48,2018,33,1,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Talbot,89,2018,38,7,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Talbot,192,2018,84,8,2,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Talbot,111,2018,69,1,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Talbot,345,2018,168,5,3,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Talbot,335,2018,205,4,3,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Talbot,3102,2018,1636,64,50,56
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Talbot,2936,2018,1529,60,46,52
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Talbot,2966,2018,1503,71,39,51
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Talbot,43,2018,31,1,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Talbot,160,2018,111,1,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Talbot,68,2018,38,1,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Talbot,84,2018,53,5,3,5
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Talbot,30,2018,17,0,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Talbot,89,2018,47,2,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Talbot,36,2018,29,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Brown,DEM,Talbot,269,2018,162,2,1,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Jesse Colvin,DEM,Talbot,1677,2018,865,47,30,25
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Allison Galbraith,DEM,Talbot,268,2018,172,6,6,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Erik Lane,DEM,Talbot,21,2018,12,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Pullen,DEM,Talbot,1194,2018,602,22,14,25
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Steve Worton,DEM,Talbot,62,2018,33,2,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,37,Holly Wright,DEM,Talbot,2843,2018,1494,61,47,48
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Dan O'Hare,DEM,Talbot,2613,2018,1365,59,42,47
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Talbot,3920,2018,2401,71,41,36
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Talbot,2772,2018,1723,51,29,20
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Talbot,3063,2018,1890,56,31,24
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Talbot,778,2018,478,10,6,6
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Talbot,1039,2018,630,13,7,8
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Talbot,63,2018,40,6,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Talbot,44,2018,29,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Talbot,255,2018,157,3,6,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Talbot,357,2018,241,7,3,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Talbot,40,2018,27,1,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Talbot,50,2018,27,2,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Talbot,154,2018,89,5,4,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Talbot,84,2018,41,1,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Talbot,52,2018,36,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Martin Elborn,REP,Talbot,466,2018,275,13,6,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Andy Harris,REP,Talbot,3082,2018,1905,46,30,26
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Lamont Taylor,REP,Talbot,215,2018,141,5,1,3
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,37,Adelaide Addie Eckardt,REP,Talbot,3635,2018,2243,63,38,30
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Christopher T. Adams,REP,Talbot,1841,2018,1058,43,14,17
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Mimi Gedamu,REP,Talbot,336,2018,231,7,10,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Keith Graffius,REP,Talbot,731,2018,519,6,7,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Johnny Mautz,REP,Talbot,3631,2018,2240,62,33,32
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Washington,1232,2018,898,54,10,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Washington,174,2018,137,10,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Washington,2281,2018,1781,76,21,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Washington,205,2018,164,8,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Washington,242,2018,179,19,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Washington,330,2018,245,12,7,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Washington,328,2018,258,10,4,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Washington,390,2018,293,11,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Washington,912,2018,722,21,7,7
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Washington,5631,2018,4269,201,50,30
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Washington,5505,2018,4180,190,50,28
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Washington,4846,2018,3622,179,36,24
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Washington,117,2018,88,6,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Washington,569,2018,467,13,10,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Washington,267,2018,220,7,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Washington,222,2018,191,4,1,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Washington,127,2018,101,7,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Washington,271,2018,214,15,3,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Washington,140,2018,119,4,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Andrew Duck,DEM,Washington,650,2018,516,31,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,George English,DEM,Washington,61,2018,42,7,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Chris Graves,DEM,Washington,119,2018,94,8,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Nadia Hashimi,DEM,Washington,404,2018,326,20,4,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Christopher Hearsey,DEM,Washington,119,2018,93,10,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Roger Manno,DEM,Washington,860,2018,629,34,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Aruna Miller,DEM,Washington,818,2018,580,26,9,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,David Trone,DEM,Washington,3644,2018,2827,94,30,19
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,02B,"Peter E. Perini, Sr.",DEM,Washington,1524,2018,1128,48,16,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Washington,7877,2018,6519,182,59,26
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Washington,5984,2018,4967,142,47,18
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Washington,6363,2018,5269,155,49,20
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Washington,2619,2018,2130,51,24,6
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Washington,1229,2018,1040,22,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Washington,141,2018,124,3,4,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Washington,72,2018,57,0,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Washington,351,2018,299,12,1,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Washington,1029,2018,891,20,8,7
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Washington,95,2018,82,4,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Washington,113,2018,99,1,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Washington,393,2018,323,12,9,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Washington,663,2018,536,19,5,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Washington,95,2018,83,2,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Kurt Elsasser,REP,Washington,774,2018,651,24,7,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Amie Hoeber,REP,Washington,4907,2018,4099,89,36,14
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Lisa Lloyd,REP,Washington,1562,2018,1246,30,15,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,06,Bradley St. Rohrs,REP,Washington,447,2018,373,15,2,3
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,01,George C. Edwards,REP,Washington,1203,2018,1066,18,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,02,Andrew A. Serafini,REP,Washington,5918,2018,4805,144,47,20
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,01C,Nicole Alt-Myers,REP,Washington,457,2018,405,8,1,2
